condition,nodes,edges,length,objVal,calcTime
104_17_15000_F,"[17, 34, 36, 51, 52, 53, 54, 55, 57, 72, 73, 74, 89, 91, 92, 104, 105, 106, 108, 109, 110]","[(34, 17), (36, 34), (51, 52), (52, 54), (53, 51), (54, 74), (55, 36), (57, 55), (72, 73), (73, 53), (74, 57), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (105, 108), (106, 109), (108, 109), (109, 110), (110, 92)]",16733,74.73837606770257,4.356346130371094
104_17_20000_F,"[17, 32, 33, 34, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112]","[(32, 33), (33, 36), (34, 17), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 78), (78, 58), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 108), (108, 109), (109, 112), (110, 92), (112, 110)]",19985,139.423605795,2.8932018280029297
104_17_25000_F,"[17, 20, 21, 32, 33, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112]","[(20, 34), (21, 20), (32, 33), (33, 36), (34, 17), (35, 21), (36, 55), (37, 35), (51, 32), (52, 51), (53, 74), (54, 52), (55, 57), (56, 37), (57, 77), (58, 56), (72, 73), (73, 53), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 108), (108, 109), (109, 112), (110, 92), (112, 110)]",24963,194.59471649299996,12.234275817871094
104_18_spath,"[104, 105, 88, 89, 72, 73, 54, 52, 33, 17, 18]",[],9194,0.36038156600000004,0
104_18_10000_F,"[34, 36, 72, 73, 74, 105, 104, 18, 20, 52, 54, 55, 88, 89]","[(20, 18), (34, 20), (36, 34), (52, 55), (54, 52), (55, 36), (72, 73), (73, 74), (74, 54), (88, 89), (89, 72), (104, 105), (105, 88)]",9898,20.019337948999997,1.5896873474121094
104_18_15000_F,"[18, 20, 32, 33, 34, 36, 51, 52, 54, 55, 72, 73, 74, 89, 91, 92, 104, 105, 106, 109, 110]","[(20, 18), (32, 33), (33, 36), (34, 20), (36, 34), (51, 32), (52, 51), (54, 55), (55, 52), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 109), (109, 110), (110, 92)]",14965,72.36451752299999,4.171777725219727
104_18_20000_F,"[18, 21, 33, 34, 35, 36, 51, 52, 55, 57, 58, 72, 73, 74, 77, 78, 79, 89, 91, 92, 104, 105, 106, 109, 110, 112]","[(21, 18), (33, 36), (34, 35), (35, 21), (36, 34), (51, 33), (52, 51), (55, 52), (57, 55), (58, 57), (72, 73), (73, 74), (74, 79), (77, 78), (78, 58), (79, 77), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 109), (109, 112), (110, 92), (112, 110)]",19962,136.318825192,3.135610580444336
104_18_25000_F,"[18, 19, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112, 116, 117]","[(19, 18), (21, 117), (32, 33), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 108), (108, 109), (109, 112), (110, 92), (112, 110), (116, 19), (117, 116)]",24986,197.17006775899998,5.6278839111328125
104_19_spath,"[104, 105, 88, 89, 72, 73, 54, 52, 36, 34, 20, 19]",[],9157,1.275255018,0
104_19_10000_F,"[34, 36, 72, 73, 74, 105, 104, 19, 20, 52, 54, 55, 88, 89]","[(20, 19), (34, 20), (36, 34), (52, 55), (54, 52), (55, 36), (72, 73), (73, 74), (74, 54), (88, 89), (89, 72), (104, 105), (105, 88)]",9853,20.019337948999997,1.9049034118652344
104_19_15000_F,"[34, 35, 36, 72, 73, 74, 106, 105, 109, 110, 104, 19, 52, 21, 51, 55, 54, 89, 91, 92]","[(21, 19), (34, 35), (35, 21), (36, 34), (51, 52), (52, 55), (54, 51), (55, 36), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 109), (109, 110), (110, 92)]",14819,77.205735394,5.223966598510742
104_19_20000_F,"[19, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 104, 105, 106, 109, 110]","[(21, 19), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 78), (78, 58), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 109), (109, 110), (110, 92)]",19956,145.359925023,2.494272232055664
104_19_25000_F,"[19, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112, 116, 117]","[(21, 117), (32, 33), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 32), (52, 51), (54, 52), (55, 57), (56, 55), (57, 54), (58, 56), (70, 73), (71, 70), (73, 74), (74, 77), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (92, 91), (104, 105), (105, 106), (106, 108), (108, 109), (109, 112), (110, 92), (112, 110), (116, 19), (117, 116)]",24922,200.54189697499996,4.969705581665039
104_135_spath,"[104, 105, 88, 89, 72, 76, 79, 80, 135]",[],9433,0.29896161499999996,0
104_135_10000_F,"[89, 131, 135, 72, 73, 74, 105, 104, 54, 88, 57, 58]","[(54, 57), (57, 58), (58, 131), (72, 73), (73, 74), (74, 54), (88, 89), (89, 72), (104, 105), (105, 88), (131, 135)]",9853,9.103204584,1.2955360412597656
104_135_15000_F,"[89, 131, 135, 72, 73, 74, 106, 105, 109, 78, 110, 104, 52, 54, 55, 57, 58, 91, 92]","[(52, 55), (54, 52), (55, 57), (57, 58), (58, 78), (72, 73), (73, 74), (74, 54), (78, 131), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 109), (109, 110), (110, 92), (131, 135)]",14819,60.88121575999999,11.69272232055664
104_135_20000_F,"[131, 135, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 78, 89, 91, 92, 104, 105, 106, 109, 110]","[(33, 36), (34, 35), (35, 37), (36, 34), (37, 56), (51, 33), (52, 51), (54, 52), (55, 57), (56, 55), (57, 58), (58, 78), (72, 73), (73, 74), (74, 54), (78, 131), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 109), (109, 110), (110, 92), (131, 135)]",19980,126.358799962,5.401493072509766
104_135_25000_F,"[131, 135, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112]","[(21, 35), (32, 33), (33, 36), (34, 21), (35, 37), (36, 34), (37, 56), (51, 32), (52, 51), (54, 52), (55, 57), (56, 55), (57, 58), (58, 77), (72, 73), (73, 74), (74, 54), (77, 79), (78, 131), (79, 80), (80, 78), (89, 72), (91, 89), (92, 91), (104, 105), (105, 106), (106, 108), (108, 109), (109, 112), (110, 92), (112, 110), (131, 135)]",24894,189.35263329699995,7.864902496337891
21_104_spath,"[21, 35, 37, 55, 54, 73, 72, 89, 88, 105, 104]",[],8679,1.7144575560000002,0
21_104_10000_F,"[34, 35, 36, 72, 73, 74, 105, 104, 52, 21, 54, 55, 88, 89]","[(21, 35), (34, 36), (35, 34), (36, 55), (52, 54), (54, 74), (55, 52), (72, 89), (73, 72), (74, 73), (88, 105), (89, 88), (105, 104)]",9927,23.916236032999997,1.840078353881836
21_104_15000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 72, 73, 74, 89, 91, 92, 104, 105, 106, 109, 110]","[(21, 35), (32, 51), (33, 32), (34, 36), (35, 34), (36, 55), (51, 52), (52, 54), (54, 74), (55, 33), (72, 89), (73, 72), (74, 73), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 109)]",14976,79.753439469,3.7379302978515625
21_104_20000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 104, 105, 106, 109, 110, 112]","[(21, 35), (32, 51), (33, 32), (34, 36), (35, 34), (36, 33), (51, 52), (52, 54), (54, 57), (55, 56), (56, 58), (57, 55), (58, 78), (72, 89), (73, 72), (74, 73), (77, 74), (78, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 112), (112, 109)]",19965,144.42846252099997,2.591005325317383
21_104_25000_F,"[21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112, 116, 117]","[(21, 35), (21, 116), (32, 51), (33, 32), (34, 36), (35, 37), (36, 33), (37, 34), (51, 52), (52, 55), (54, 74), (55, 56), (56, 58), (57, 54), (58, 78), (70, 71), (71, 89), (73, 70), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 112), (112, 109), (116, 117), (117, 21)]",24896,200.54189697499996,8.172079086303711
21_91_spath,"[21, 35, 37, 55, 54, 73, 72, 89, 91]",[],6371,1.7894858660000001,0
21_91_10000_F,"[34, 35, 36, 73, 74, 109, 110, 52, 21, 54, 55, 90, 91, 92]","[(21, 35), (34, 36), (35, 34), (36, 55), (52, 54), (54, 74), (55, 52), (73, 90), (74, 73), (90, 92), (92, 110), (109, 91), (110, 109)]",9751,41.105614708999994,2.153177261352539
21_91_15000_F,"[32, 33, 34, 35, 36, 90, 73, 74, 77, 78, 110, 109, 51, 52, 21, 55, 57, 58, 91, 92]","[(21, 35), (32, 51), (33, 32), (34, 36), (35, 34), (36, 33), (51, 52), (52, 55), (55, 57), (57, 58), (58, 78), (73, 90), (74, 73), (77, 74), (78, 77), (90, 92), (92, 110), (109, 91), (110, 109)]",14984,93.548161433,14.470293045043945
21_91_20000_F,"[21, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112, 116, 117]","[(21, 35), (21, 116), (33, 51), (34, 36), (35, 34), (36, 33), (51, 52), (52, 55), (54, 74), (55, 56), (56, 58), (57, 54), (58, 78), (72, 89), (73, 72), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 92), (92, 110), (109, 91), (110, 112), (112, 109), (116, 117), (117, 21)]",19994,152.320495609,18.48349952697754
21_91_25000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 106, 108, 109, 110, 112, 116, 117, 118, 120]","[(21, 35), (21, 117), (32, 51), (33, 32), (34, 36), (35, 34), (36, 33), (51, 52), (52, 55), (54, 74), (55, 56), (56, 58), (57, 54), (58, 78), (70, 71), (71, 89), (73, 70), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 92), (92, 110), (106, 91), (108, 106), (109, 108), (110, 112), (112, 109), (116, 21), (117, 120), (118, 116), (120, 118)]",24868,199.71037244199997,51.032432556152344
21_95_spath,"[21, 35, 37, 55, 54, 74, 76, 94, 96, 95]",[],7936,1.3016579,0
21_95_10000_F,"[96, 34, 35, 36, 73, 74, 76, 52, 21, 54, 55, 94, 95]","[(21, 35), (34, 36), (35, 34), (36, 55), (52, 54), (54, 74), (55, 52), (73, 76), (74, 73), (76, 94), (94, 96), (96, 95)]",9868,22.980421958999997,1.5537853240966797
21_95_15000_F,"[96, 34, 35, 36, 73, 74, 77, 78, 79, 51, 52, 21, 53, 55, 54, 57, 58, 94, 95]","[(21, 35), (34, 36), (35, 34), (36, 55), (51, 53), (52, 51), (53, 73), (54, 57), (55, 52), (57, 58), (58, 78), (73, 74), (74, 54), (77, 79), (78, 77), (79, 94), (94, 96), (96, 95)]",14969,69.04595433700001,20.853158950805664
21_95_20000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 95, 109, 110]","[(21, 35), (32, 51), (33, 32), (34, 36), (35, 34), (36, 33), (51, 52), (52, 55), (54, 74), (55, 56), (56, 58), (57, 54), (58, 78), (72, 89), (73, 72), (74, 73), (77, 57), (78, 77), (89, 91), (91, 109), (92, 110), (109, 92), (110, 95)]",19868,127.95263272000001,14.023487091064453
21_95_25000_F,"[21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 95, 109, 110, 112, 116, 117]","[(21, 35), (21, 117), (32, 51), (33, 32), (34, 36), (35, 37), (36, 33), (37, 34), (51, 52), (52, 55), (54, 74), (55, 56), (56, 58), (57, 54), (58, 78), (70, 71), (71, 89), (73, 70), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 91), (91, 109), (92, 95), (109, 112), (110, 92), (112, 110), (116, 21), (117, 116)]",24985,183.63657720199996,172.18536949157715
21_104_spath,"[21, 35, 37, 55, 54, 73, 72, 89, 88, 105, 104]",[],8679,1.7144575560000002,0
21_104_10000_F,"[34, 35, 36, 72, 73, 74, 105, 104, 52, 21, 54, 55, 88, 89]","[(21, 35), (34, 36), (35, 34), (36, 55), (52, 54), (54, 74), (55, 52), (72, 89), (73, 72), (74, 73), (88, 105), (89, 88), (105, 104)]",9927,23.916236032999997,1.866006851196289
21_104_15000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 72, 73, 74, 89, 91, 92, 104, 105, 106, 109, 110]","[(21, 35), (32, 51), (33, 32), (34, 36), (35, 34), (36, 55), (51, 52), (52, 54), (54, 74), (55, 33), (72, 89), (73, 72), (74, 73), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 109)]",14976,79.753439469,3.706085205078125
21_104_20000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 104, 105, 106, 109, 110, 112]","[(21, 35), (32, 51), (33, 32), (34, 36), (35, 34), (36, 33), (51, 52), (52, 54), (54, 57), (55, 56), (56, 58), (57, 55), (58, 78), (72, 89), (73, 72), (74, 73), (77, 74), (78, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 112), (112, 109)]",19965,144.42846252099997,2.5900115966796875
21_104_25000_F,"[21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112, 116, 117]","[(21, 35), (21, 116), (32, 51), (33, 32), (34, 36), (35, 37), (36, 33), (37, 34), (51, 52), (52, 55), (54, 74), (55, 56), (56, 58), (57, 54), (58, 78), (70, 71), (71, 89), (73, 70), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 112), (112, 109), (116, 117), (117, 21)]",24896,200.54189697499996,8.148204803466797
50_104_spath,"[50, 69, 68, 85, 104]",[],5124,0.009270574,0
50_104_10000_F,"[72, 73, 106, 105, 104, 109, 50, 51, 52, 54, 55, 89, 91]","[(50, 51), (51, 52), (52, 55), (54, 73), (55, 54), (72, 89), (73, 72), (89, 91), (91, 109), (105, 104), (106, 105), (109, 106)]",9916,24.325564963999998,15.702938079833984
50_104_15000_F,"[89, 34, 35, 36, 37, 72, 73, 74, 106, 105, 109, 104, 50, 51, 52, 55, 56, 57, 58, 91]","[(34, 35), (35, 37), (36, 34), (37, 56), (50, 51), (51, 52), (52, 55), (55, 36), (56, 58), (57, 74), (58, 57), (72, 89), (73, 72), (74, 73), (89, 91), (91, 109), (105, 104), (106, 105), (109, 106)]",14968,72.881191174,4.405155181884766
50_104_20000_F,"[34, 35, 36, 37, 50, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 104, 105, 106, 109, 110, 112]","[(34, 35), (35, 37), (36, 34), (37, 56), (50, 51), (51, 52), (52, 54), (54, 57), (55, 36), (56, 58), (57, 55), (58, 78), (72, 89), (73, 72), (74, 73), (77, 74), (78, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 112), (112, 109)]",19901,138.352567917,11.265806198120117
50_104_25000_F,"[20, 21, 32, 33, 34, 35, 36, 37, 50, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112]","[(20, 21), (21, 35), (32, 33), (33, 36), (34, 20), (35, 37), (36, 34), (37, 56), (50, 53), (51, 32), (52, 54), (53, 51), (54, 74), (55, 52), (56, 58), (57, 55), (58, 78), (70, 71), (71, 89), (73, 70), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 112), (112, 109)]",24973,199.54728653299995,15.799736022949219
50_95_spath,"[50, 73, 93, 95]",[],5581,0.116928233,0
50_95_10000_F,"[96, 74, 77, 79, 50, 51, 52, 54, 55, 57, 94, 95]","[(50, 51), (51, 52), (52, 55), (54, 74), (55, 57), (57, 54), (74, 77), (77, 79), (79, 94), (94, 96), (96, 95)]",9880,19.020893135,13.65048599243164
50_95_15000_F,"[32, 33, 34, 96, 36, 73, 74, 77, 78, 79, 50, 51, 52, 54, 55, 56, 58, 94, 95]","[(32, 33), (33, 34), (34, 36), (36, 55), (50, 73), (51, 32), (52, 51), (54, 52), (55, 56), (56, 58), (58, 78), (73, 74), (74, 54), (77, 79), (78, 77), (79, 94), (94, 96), (96, 95)]",14919,63.832383615000005,45.802486419677734
50_95_20000_F,"[34, 35, 36, 37, 50, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 95, 109, 110]","[(34, 35), (35, 37), (36, 34), (37, 56), (50, 51), (51, 52), (52, 55), (54, 74), (55, 36), (56, 58), (57, 54), (58, 78), (72, 89), (73, 72), (74, 73), (77, 57), (78, 77), (89, 91), (91, 109), (92, 110), (109, 92), (110, 95)]",19804,122.29538075599999,33.21409606933594
50_95_25000_F,"[21, 32, 33, 34, 35, 36, 37, 50, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 95, 109, 110, 112]","[(21, 35), (32, 33), (33, 36), (34, 21), (35, 37), (36, 34), (37, 56), (50, 53), (51, 32), (52, 54), (53, 51), (54, 74), (55, 52), (56, 58), (57, 55), (58, 78), (70, 71), (71, 89), (73, 70), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 91), (91, 109), (92, 95), (109, 112), (110, 92), (112, 110)]",24722,179.83646655799993,92.5045051574707
50_10_spath,"[50, 51, 33, 34, 20, 19, 10]",[],5125,0.708411212,0
50_10_10000_F,"[34, 35, 36, 73, 10, 74, 50, 51, 116, 117, 21, 55, 52, 53, 54]","[(21, 117), (34, 35), (35, 21), (36, 34), (50, 73), (51, 52), (52, 55), (53, 51), (54, 53), (55, 36), (73, 74), (74, 54), (116, 10), (117, 116)]",9893,39.70071401,7.573678970336914
50_10_15000_F,"[10, 21, 33, 34, 35, 36, 50, 51, 52, 54, 55, 56, 57, 58, 73, 74, 77, 78, 79, 80, 116]","[(21, 116), (33, 36), (34, 35), (35, 21), (36, 34), (50, 73), (51, 33), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (116, 10)]",14930,88.657440681,55.88046646118164
50_10_20000_F,"[10, 21, 34, 35, 36, 50, 51, 52, 53, 54, 55, 56, 58, 70, 71, 73, 74, 77, 78, 79, 89, 90, 91, 92, 109, 110, 116]","[(21, 116), (34, 35), (35, 21), (36, 34), (50, 70), (51, 52), (52, 54), (53, 51), (54, 74), (55, 36), (56, 55), (58, 56), (70, 71), (71, 89), (73, 53), (74, 79), (77, 78), (78, 58), (79, 77), (89, 91), (90, 73), (91, 109), (92, 90), (109, 110), (110, 92), (116, 10)]",19965,138.384681042,204.8660125732422
50_10_25000_F,"[10, 21, 32, 33, 34, 35, 36, 50, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 90, 91, 92, 109, 110, 112, 116, 117, 118, 120]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (50, 70), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 71), (71, 89), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 91), (90, 73), (91, 109), (92, 90), (109, 112), (110, 92), (112, 110), (116, 10), (117, 120), (118, 116), (120, 118)]",24964,197.90823140099997,390.70193099975586
50_104_spath,"[50, 69, 68, 85, 104]",[],5124,0.009270574,0
50_104_10000_F,"[72, 73, 106, 105, 104, 109, 50, 51, 52, 54, 55, 89, 91]","[(50, 51), (51, 52), (52, 55), (54, 73), (55, 54), (72, 89), (73, 72), (89, 91), (91, 109), (105, 104), (106, 105), (109, 106)]",9916,24.325564963999998,15.929389953613281
50_104_15000_F,"[89, 34, 35, 36, 37, 72, 73, 74, 106, 105, 109, 104, 50, 51, 52, 55, 56, 57, 58, 91]","[(34, 35), (35, 37), (36, 34), (37, 56), (50, 51), (51, 52), (52, 55), (55, 36), (56, 58), (57, 74), (58, 57), (72, 89), (73, 72), (74, 73), (89, 91), (91, 109), (105, 104), (106, 105), (109, 106)]",14968,72.881191174,4.531818389892578
50_104_20000_F,"[34, 35, 36, 37, 50, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 104, 105, 106, 109, 110, 112]","[(34, 35), (35, 37), (36, 34), (37, 56), (50, 51), (51, 52), (52, 54), (54, 57), (55, 36), (56, 58), (57, 55), (58, 78), (72, 89), (73, 72), (74, 73), (77, 74), (78, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 112), (112, 109)]",19901,138.352567917,11.012481689453125
50_104_25000_F,"[20, 21, 32, 33, 34, 35, 36, 37, 50, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112]","[(20, 21), (21, 35), (32, 33), (33, 36), (34, 20), (35, 37), (36, 34), (37, 56), (50, 53), (51, 32), (52, 54), (53, 51), (54, 74), (55, 52), (56, 58), (57, 55), (58, 78), (70, 71), (71, 89), (73, 70), (74, 73), (77, 57), (78, 80), (79, 77), (80, 79), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 112), (112, 109)]",24973,199.54728653299995,15.598217010498047
50_135_spath,"[50, 53, 54, 57, 58, 131, 135]",[],5413,0.717634554,0
50_135_10000_F,"[34, 35, 36, 37, 131, 135, 78, 50, 51, 52, 55, 56, 58]","[(34, 35), (35, 37), (36, 34), (37, 56), (50, 51), (51, 52), (52, 55), (55, 36), (56, 58), (58, 78), (78, 131), (131, 135)]",9817,33.766402657,9.934425354003906
50_135_15000_F,"[34, 35, 36, 37, 131, 135, 73, 74, 77, 78, 79, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[(34, 35), (35, 37), (36, 34), (37, 56), (50, 73), (51, 52), (52, 54), (53, 51), (54, 74), (55, 36), (56, 58), (57, 55), (58, 78), (73, 53), (74, 79), (77, 57), (78, 131), (79, 77), (131, 135)]",14918,79.648892204,55.36783981323242
50_135_20000_F,"[131, 135, 32, 33, 34, 35, 36, 37, 50, 51, 52, 54, 55, 56, 58, 70, 71, 73, 74, 78, 89, 90, 91, 92, 109, 110, 112]","[(32, 33), (33, 36), (34, 35), (35, 37), (36, 34), (37, 55), (50, 70), (51, 32), (52, 51), (54, 52), (55, 56), (56, 58), (58, 78), (70, 71), (71, 89), (73, 74), (74, 54), (78, 131), (89, 91), (90, 73), (91, 109), (92, 90), (109, 112), (110, 92), (112, 110), (131, 135)]",19979,126.870755189,250.50393867492676
50_135_25000_F,"[131, 135, 21, 32, 33, 34, 35, 36, 37, 50, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 90, 91, 92, 109, 110, 112]","[(21, 35), (32, 33), (33, 52), (34, 21), (35, 37), (36, 34), (37, 56), (50, 70), (51, 32), (52, 55), (53, 51), (54, 74), (55, 36), (56, 58), (57, 54), (58, 57), (70, 71), (71, 89), (73, 53), (74, 77), (77, 79), (78, 131), (79, 80), (80, 78), (89, 91), (90, 73), (91, 109), (92, 90), (109, 112), (110, 92), (112, 110), (131, 135)]",24948,186.507222701,300.92101669311523
76_104_spath,"[76, 72, 89, 88, 105, 104]",[],5340,0.008368468,0
76_104_10000_F,"[72, 73, 74, 105, 76, 109, 108, 104, 51, 52, 53, 54, 89, 91]","[(51, 53), (52, 51), (53, 73), (54, 52), (72, 89), (73, 72), (74, 54), (76, 74), (89, 91), (91, 109), (105, 104), (108, 105), (109, 108)]",9964,22.464853802,18.170333862304688
76_104_15000_F,"[89, 72, 73, 74, 106, 76, 77, 78, 79, 110, 109, 105, 104, 52, 54, 55, 57, 58, 91, 92]","[(52, 54), (54, 74), (55, 52), (57, 55), (58, 57), (72, 89), (73, 72), (74, 73), (76, 79), (77, 78), (78, 58), (79, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 109)]",14835,71.6842525,23.73345375061035
76_104_20000_F,"[33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 76, 77, 78, 79, 89, 91, 92, 104, 105, 106, 109, 110]","[(33, 51), (34, 36), (35, 34), (36, 33), (37, 35), (51, 52), (52, 54), (54, 74), (55, 56), (56, 37), (57, 55), (58, 57), (72, 89), (73, 72), (74, 73), (76, 79), (77, 78), (78, 58), (79, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 109)]",19996,141.677944997,7.569690704345703
76_104_25000_F,"[20, 21, 32, 33, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 73, 74, 76, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112]","[(20, 34), (21, 20), (32, 51), (33, 32), (34, 36), (35, 21), (36, 33), (37, 35), (51, 53), (52, 55), (53, 73), (54, 52), (55, 57), (56, 37), (57, 77), (58, 56), (70, 71), (71, 89), (73, 70), (74, 54), (76, 74), (77, 79), (78, 58), (79, 80), (80, 78), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 112), (112, 109)]",24905,199.54728653299995,14.435386657714844
76_10_spath,"[76, 74, 54, 52, 36, 34, 20, 19, 10]",[],5377,1.215217015,0
76_10_10000_F,"[32, 33, 34, 35, 36, 73, 10, 74, 76, 51, 116, 21, 52, 55, 54]","[(21, 116), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 55), (55, 52), (73, 74), (74, 54), (76, 73), (116, 10)]",9862,40.745656526,6.756927490234375
