from,to,length,path
52,97,2779,"[52, 54, 74, 79, 97]"
52,104,6195,"[52, 54, 73, 72, 89, 88, 105, 104]"
52,105,4989,"[52, 54, 73, 72, 89, 88, 105]"
52,106,4651,"[52, 54, 73, 72, 89, 88, 106]"
52,108,5254,"[52, 54, 73, 72, 89, 88, 106, 108]"
52,109,4532,"[52, 54, 73, 72, 89, 91, 109]"
52,110,4061,"[52, 54, 74, 90, 92, 110]"
52,111,5198,"[52, 54, 73, 72, 89, 91, 109, 111]"
52,112,4770,"[52, 54, 74, 90, 92, 110, 112]"
52,116,3408,"[52, 36, 35, 21, 116]"
52,117,2940,"[52, 36, 35, 117]"
52,118,3744,"[52, 55, 37, 119, 118]"
52,119,2812,"[52, 55, 37, 119]"
52,120,3597,"[52, 55, 37, 119, 120]"
52,121,2609,"[52, 55, 56, 121]"
52,122,3271,"[52, 55, 56, 125, 122]"
52,123,4283,"[52, 55, 56, 125, 122, 123]"
52,124,4175,"[52, 55, 56, 125, 122, 124]"
52,125,2185,"[52, 55, 56, 125]"
52,126,3051,"[52, 55, 56, 125, 126]"
52,127,2480,"[52, 55, 56, 127]"
52,129,3994,"[52, 55, 56, 125, 126, 129]"
52,131,2625,"[52, 57, 58, 131]"
52,135,4133,"[52, 57, 58, 131, 135]"
53,10,4685,"[53, 52, 36, 34, 20, 19, 10]"
53,17,2802,"[53, 52, 33, 17]"
53,18,3900,"[53, 52, 33, 17, 18]"
53,19,3863,"[53, 52, 36, 34, 20, 19]"
53,20,3027,"[53, 52, 36, 34, 20]"
53,21,3460,"[53, 52, 36, 35, 21]"
53,29,1663,"[53, 48, 29]"
53,32,1400,"[53, 51, 32]"
53,33,1534,"[53, 52, 33]"
53,34,2483,"[53, 52, 36, 34]"
53,35,2863,"[53, 52, 36, 35]"
53,36,1857,"[53, 52, 36]"
53,37,2470,"[53, 54, 55, 37]"
53,46,2473,"[53, 50, 49, 46]"
53,47,1754,"[53, 48, 47]"
53,48,983,"[53, 48]"
53,49,1600,"[53, 50, 49]"
53,50,813,"[53, 50]"
53,51,802,"[53, 51]"
53,52,901,"[53, 52]"
53,53,0,
53,54,699,"[53, 54]"
53,55,1535,"[53, 54, 55]"
53,56,2308,"[53, 54, 55, 56]"
53,57,1408,"[53, 54, 57]"
53,58,2239,"[53, 54, 57, 58]"
53,66,2737,"[53, 50, 49, 66]"
53,68,2663,"[53, 50, 69, 68]"
53,69,1908,"[53, 50, 69]"
53,70,1330,"[53, 70]"
53,71,2136,"[53, 70, 71]"
53,72,1909,"[53, 73, 72]"
53,73,876,"[53, 73]"
53,74,946,"[53, 74]"
53,76,1545,"[53, 74, 76]"
53,77,1926,"[53, 74, 77]"
53,78,2606,"[53, 54, 57, 78]"
53,79,1717,"[53, 74, 79]"
53,80,2318,"[53, 74, 79, 80]"
53,85,3615,"[53, 50, 69, 68, 85]"
53,86,3460,"[53, 73, 72, 89, 86]"
53,88,3496,"[53, 73, 72, 89, 88]"
53,89,2665,"[53, 73, 72, 89]"
53,90,2312,"[53, 73, 90]"
53,91,3296,"[53, 73, 72, 89, 91]"
53,92,3062,"[53, 73, 90, 92]"
53,93,2206,"[53, 73, 93]"
53,94,2531,"[53, 74, 76, 94]"
53,95,5404,"[53, 74, 76, 94, 96, 95]"
53,96,3028,"[53, 74, 76, 94, 96]"
53,97,2731,"[53, 74, 79, 97]"
53,104,5604,"[53, 73, 72, 89, 88, 105, 104]"
53,105,4398,"[53, 73, 72, 89, 88, 105]"
53,106,4060,"[53, 73, 72, 89, 88, 106]"
53,108,4663,"[53, 73, 72, 89, 88, 106, 108]"
53,109,3941,"[53, 73, 72, 89, 91, 109]"
53,110,3632,"[53, 73, 90, 92, 110]"
53,111,4607,"[53, 73, 72, 89, 91, 109, 111]"
53,112,4341,"[53, 73, 90, 92, 110, 112]"
53,116,4309,"[53, 52, 36, 35, 21, 116]"
53,117,3841,"[53, 52, 36, 35, 117]"
53,118,4608,"[53, 54, 55, 37, 119, 118]"
53,119,3676,"[53, 54, 55, 37, 119]"
53,120,4461,"[53, 54, 55, 37, 119, 120]"
53,121,3473,"[53, 54, 55, 56, 121]"
53,122,4135,"[53, 54, 55, 56, 125, 122]"
53,123,5147,"[53, 54, 55, 56, 125, 122, 123]"
53,124,5039,"[53, 54, 55, 56, 125, 122, 124]"
53,125,3049,"[53, 54, 55, 56, 125]"
53,126,3915,"[53, 54, 55, 56, 125, 126]"
53,127,3060,"[53, 54, 57, 58, 127]"
53,129,4858,"[53, 54, 55, 56, 125, 126, 129]"
53,131,3092,"[53, 54, 57, 58, 131]"
53,135,4600,"[53, 54, 57, 58, 131, 135]"
54,10,4284,"[54, 52, 36, 34, 20, 19, 10]"
54,17,2401,"[54, 52, 33, 17]"
54,18,3499,"[54, 52, 33, 17, 18]"
54,19,3462,"[54, 52, 36, 34, 20, 19]"
54,20,2626,"[54, 52, 36, 34, 20]"
54,21,2984,"[54, 55, 37, 35, 21]"
54,29,1902,"[54, 51, 29]"
54,32,1557,"[54, 52, 32]"
54,33,1133,"[54, 52, 33]"
54,34,2082,"[54, 52, 36, 34]"
54,35,2387,"[54, 55, 37, 35]"
54,36,1456,"[54, 52, 36]"
54,37,1771,"[54, 55, 37]"
54,46,3172,"[54, 53, 50, 49, 46]"
54,47,2453,"[54, 53, 48, 47]"
54,48,1682,"[54, 53, 48]"
54,49,2299,"[54, 53, 50, 49]"
54,50,1512,"[54, 53, 50]"
54,51,1021,"[54, 51]"
54,52,500,"[54, 52]"
54,53,699,"[54, 53]"
54,54,0,
54,55,836,"[54, 55]"
54,56,1609,"[54, 55, 56]"
54,57,709,"[54, 57]"
54,58,1540,"[54, 57, 58]"
54,66,3436,"[54, 53, 50, 49, 66]"
54,68,3328,"[54, 73, 70, 71, 68]"
54,69,2607,"[54, 53, 50, 69]"
54,70,1759,"[54, 73, 70]"
54,71,2565,"[54, 73, 70, 71]"
54,72,2000,"[54, 73, 72]"
54,73,967,"[54, 73]"
54,74,494,"[54, 74]"
54,76,1093,"[54, 74, 76]"
54,77,1344,"[54, 77]"
54,78,1907,"[54, 57, 78]"
54,79,1265,"[54, 74, 79]"
54,80,1866,"[54, 74, 79, 80]"
54,85,4280,"[54, 73, 70, 71, 68, 85]"
54,86,3551,"[54, 73, 72, 89, 86]"
54,88,3587,"[54, 73, 72, 89, 88]"
54,89,2756,"[54, 73, 72, 89]"
54,90,2241,"[54, 74, 90]"
54,91,3387,"[54, 73, 72, 89, 91]"
54,92,2991,"[54, 74, 90, 92]"
54,93,2135,"[54, 74, 93]"
54,94,2079,"[54, 74, 76, 94]"
54,95,4952,"[54, 74, 76, 94, 96, 95]"
54,96,2576,"[54, 74, 76, 94, 96]"
54,97,2279,"[54, 74, 79, 97]"
54,104,5695,"[54, 73, 72, 89, 88, 105, 104]"
54,105,4489,"[54, 73, 72, 89, 88, 105]"
54,106,4151,"[54, 73, 72, 89, 88, 106]"
54,108,4754,"[54, 73, 72, 89, 88, 106, 108]"
54,109,4032,"[54, 73, 72, 89, 91, 109]"
54,110,3561,"[54, 74, 90, 92, 110]"
54,111,4698,"[54, 73, 72, 89, 91, 109, 111]"
54,112,4270,"[54, 74, 90, 92, 110, 112]"
54,116,3833,"[54, 55, 37, 35, 21, 116]"
54,117,3365,"[54, 55, 37, 35, 117]"
54,118,3909,"[54, 55, 37, 119, 118]"
54,119,2977,"[54, 55, 37, 119]"
54,120,3762,"[54, 55, 37, 119, 120]"
54,121,2774,"[54, 55, 56, 121]"
54,122,3436,"[54, 55, 56, 125, 122]"
54,123,4448,"[54, 55, 56, 125, 122, 123]"
54,124,4340,"[54, 55, 56, 125, 122, 124]"
54,125,2350,"[54, 55, 56, 125]"
54,126,3216,"[54, 55, 56, 125, 126]"
54,127,2361,"[54, 57, 58, 127]"
54,129,4159,"[54, 55, 56, 125, 126, 129]"
54,131,2393,"[54, 57, 58, 131]"
54,135,3901,"[54, 57, 58, 131, 135]"
55,10,3552,"[55, 36, 34, 20, 19, 10]"
55,17,2137,"[55, 33, 17]"
55,18,2775,"[55, 36, 34, 20, 18]"
55,19,2730,"[55, 36, 34, 20, 19]"
55,20,1894,"[55, 36, 34, 20]"
55,21,2148,"[55, 37, 35, 21]"
55,29,2216,"[55, 52, 51, 29]"
55,32,1512,"[55, 33, 32]"
55,33,869,"[55, 33]"
55,34,1350,"[55, 36, 34]"
55,35,1551,"[55, 37, 35]"
55,36,724,"[55, 36]"
55,37,935,"[55, 37]"
55,46,3717,"[55, 52, 51, 48, 47, 46]"
55,47,2801,"[55, 52, 51, 48, 47]"
55,48,2030,"[55, 52, 51, 48]"
55,49,2898,"[55, 52, 51, 48, 49]"
55,50,2322,"[55, 52, 51, 50]"
55,51,1335,"[55, 52, 51]"
55,52,671,"[55, 52]"
55,53,1535,"[55, 54, 53]"
55,54,836,"[55, 54]"
55,55,0,
55,56,773,"[55, 56]"
55,57,809,"[55, 57]"
55,58,1114,"[55, 58]"
55,66,4035,"[55, 52, 51, 48, 49, 66]"
55,68,4164,"[55, 54, 73, 70, 71, 68]"
55,69,3417,"[55, 52, 51, 50, 69]"
55,70,2595,"[55, 54, 73, 70]"
55,71,3401,"[55, 54, 73, 70, 71]"
55,72,2836,"[55, 54, 73, 72]"
55,73,1803,"[55, 54, 73]"
55,74,1330,"[55, 54, 74]"
55,76,1929,"[55, 54, 74, 76]"
55,77,1804,"[55, 57, 77]"
55,78,1960,"[55, 58, 78]"
55,79,2101,"[55, 54, 74, 79]"
55,80,2702,"[55, 54, 74, 79, 80]"
55,85,5116,"[55, 54, 73, 70, 71, 68, 85]"
55,86,4387,"[55, 54, 73, 72, 89, 86]"
55,88,4423,"[55, 54, 73, 72, 89, 88]"
55,89,3592,"[55, 54, 73, 72, 89]"
55,90,3077,"[55, 54, 74, 90]"
55,91,4223,"[55, 54, 73, 72, 89, 91]"
55,92,3827,"[55, 54, 74, 90, 92]"
55,93,2971,"[55, 54, 74, 93]"
55,94,2915,"[55, 54, 74, 76, 94]"
55,95,5788,"[55, 54, 74, 76, 94, 96, 95]"
55,96,3412,"[55, 54, 74, 76, 94, 96]"
55,97,3115,"[55, 54, 74, 79, 97]"
55,104,6531,"[55, 54, 73, 72, 89, 88, 105, 104]"
55,105,5325,"[55, 54, 73, 72, 89, 88, 105]"
55,106,4987,"[55, 54, 73, 72, 89, 88, 106]"
55,108,5590,"[55, 54, 73, 72, 89, 88, 106, 108]"
55,109,4868,"[55, 54, 73, 72, 89, 91, 109]"
55,110,4397,"[55, 54, 74, 90, 92, 110]"
55,111,5534,"[55, 54, 73, 72, 89, 91, 109, 111]"
55,112,5106,"[55, 54, 74, 90, 92, 110, 112]"
55,116,2997,"[55, 37, 35, 21, 116]"
55,117,2529,"[55, 37, 35, 117]"
55,118,3073,"[55, 37, 119, 118]"
55,119,2141,"[55, 37, 119]"
55,120,2926,"[55, 37, 119, 120]"
55,121,1938,"[55, 56, 121]"
55,122,2600,"[55, 56, 125, 122]"
55,123,3612,"[55, 56, 125, 122, 123]"
55,124,3504,"[55, 56, 125, 122, 124]"
55,125,1514,"[55, 56, 125]"
55,126,2380,"[55, 56, 125, 126]"
55,127,1809,"[55, 56, 127]"
55,129,3323,"[55, 56, 125, 126, 129]"
55,131,1967,"[55, 58, 131]"
55,135,3475,"[55, 58, 131, 135]"
56,10,3620,"[56, 37, 35, 21, 19, 10]"
56,17,2742,"[56, 37, 34, 17]"
56,18,3270,"[56, 37, 34, 20, 18]"
56,19,2798,"[56, 37, 35, 21, 19]"
56,20,2389,"[56, 37, 34, 20]"
56,21,2037,"[56, 37, 35, 21]"
56,29,2989,"[56, 55, 52, 51, 29]"
56,32,2285,"[56, 55, 33, 32]"
56,33,1642,"[56, 55, 33]"
56,34,1845,"[56, 37, 34]"
56,35,1440,"[56, 37, 35]"
56,36,1289,"[56, 36]"
56,37,824,"[56, 37]"
56,46,4490,"[56, 55, 52, 51, 48, 47, 46]"
56,47,3574,"[56, 55, 52, 51, 48, 47]"
56,48,2803,"[56, 55, 52, 51, 48]"
56,49,3671,"[56, 55, 52, 51, 48, 49]"
56,50,3095,"[56, 55, 52, 51, 50]"
56,51,2108,"[56, 55, 52, 51]"
56,52,1444,"[56, 55, 52]"
56,53,2308,"[56, 55, 54, 53]"
56,54,1609,"[56, 55, 54]"
56,55,773,"[56, 55]"
56,56,0,
56,57,1050,"[56, 57]"
56,58,738,"[56, 58]"
56,66,4808,"[56, 55, 52, 51, 48, 49, 66]"
56,68,4937,"[56, 55, 54, 73, 70, 71, 68]"
56,69,4190,"[56, 55, 52, 51, 50, 69]"
56,70,3368,"[56, 55, 54, 73, 70]"
56,71,4174,"[56, 55, 54, 73, 70, 71]"
56,72,3609,"[56, 55, 54, 73, 72]"
56,73,2576,"[56, 55, 54, 73]"
56,74,1959,"[56, 57, 74]"
56,76,2558,"[56, 57, 74, 76]"
56,77,1807,"[56, 58, 77]"
56,78,1584,"[56, 58, 78]"
56,79,2346,"[56, 58, 77, 79]"
56,80,2497,"[56, 58, 78, 80]"
56,85,5889,"[56, 55, 54, 73, 70, 71, 68, 85]"
56,86,5160,"[56, 55, 54, 73, 72, 89, 86]"
56,88,5196,"[56, 55, 54, 73, 72, 89, 88]"
56,89,4365,"[56, 55, 54, 73, 72, 89]"
56,90,3706,"[56, 57, 74, 90]"
56,91,4996,"[56, 55, 54, 73, 72, 89, 91]"
56,92,4456,"[56, 57, 74, 90, 92]"
56,93,3600,"[56, 57, 74, 93]"
56,94,3500,"[56, 58, 77, 79, 94]"
56,95,6373,"[56, 58, 77, 79, 94, 96, 95]"
56,96,3997,"[56, 58, 77, 79, 94, 96]"
56,97,3360,"[56, 58, 77, 79, 97]"
56,104,7304,"[56, 55, 54, 73, 72, 89, 88, 105, 104]"
56,105,6098,"[56, 55, 54, 73, 72, 89, 88, 105]"
56,106,5760,"[56, 55, 54, 73, 72, 89, 88, 106]"
56,108,6363,"[56, 55, 54, 73, 72, 89, 88, 106, 108]"
56,109,5641,"[56, 55, 54, 73, 72, 89, 91, 109]"
56,110,5026,"[56, 57, 74, 90, 92, 110]"
56,111,6307,"[56, 55, 54, 73, 72, 89, 91, 109, 111]"
56,112,5735,"[56, 57, 74, 90, 92, 110, 112]"
56,116,2886,"[56, 37, 35, 21, 116]"
56,117,2418,"[56, 37, 35, 117]"
56,118,2962,"[56, 37, 119, 118]"
56,119,2030,"[56, 37, 119]"
56,120,2324,"[56, 121, 120]"
56,121,1165,"[56, 121]"
56,122,1827,"[56, 125, 122]"
56,123,2839,"[56, 125, 122, 123]"
56,124,2731,"[56, 125, 122, 124]"
56,125,741,"[56, 125]"
56,126,1607,"[56, 125, 126]"
56,127,1036,"[56, 127]"
56,129,2550,"[56, 125, 126, 129]"
56,131,1591,"[56, 58, 131]"
56,135,2725,"[56, 125, 135]"
57,10,4361,"[57, 55, 36, 34, 20, 19, 10]"
57,17,2842,"[57, 52, 33, 17]"
57,18,3584,"[57, 55, 36, 34, 20, 18]"
57,19,3539,"[57, 55, 36, 34, 20, 19]"
57,20,2703,"[57, 55, 36, 34, 20]"
57,21,2957,"[57, 55, 37, 35, 21]"
57,29,2486,"[57, 52, 51, 29]"
57,32,1998,"[57, 52, 32]"
57,33,1574,"[57, 52, 33]"
57,34,2159,"[57, 55, 36, 34]"
57,35,2360,"[57, 55, 37, 35]"
57,36,1533,"[57, 55, 36]"
57,37,1744,"[57, 55, 37]"
57,46,3881,"[57, 54, 53, 50, 49, 46]"
57,47,3071,"[57, 52, 51, 48, 47]"
57,48,2300,"[57, 52, 51, 48]"
57,49,3008,"[57, 54, 53, 50, 49]"
57,50,2221,"[57, 54, 53, 50]"
57,51,1605,"[57, 52, 51]"
57,52,941,"[57, 52]"
57,53,1408,"[57, 54, 53]"
57,54,709,"[57, 54]"
57,55,809,"[57, 55]"
57,56,1050,"[57, 56]"
57,57,0,
57,58,831,"[57, 58]"
57,66,4145,"[57, 54, 53, 50, 49, 66]"
57,68,4000,"[57, 74, 73, 70, 71, 68]"
57,69,3283,"[57, 74, 73, 70, 69]"
57,70,2431,"[57, 74, 73, 70]"
57,71,3237,"[57, 74, 73, 70, 71]"
57,72,2665,"[57, 74, 72]"
57,73,1639,"[57, 74, 73]"
57,74,909,"[57, 74]"
57,76,1508,"[57, 74, 76]"
57,77,995,"[57, 77]"
57,78,1198,"[57, 78]"
57,79,1534,"[57, 77, 79]"
57,80,1932,"[57, 77, 80]"
57,85,4952,"[57, 74, 73, 70, 71, 68, 85]"
57,86,4216,"[57, 74, 72, 89, 86]"
57,88,4252,"[57, 74, 72, 89, 88]"
57,89,3421,"[57, 74, 72, 89]"
57,90,2656,"[57, 74, 90]"
57,91,4052,"[57, 74, 72, 89, 91]"
57,92,3406,"[57, 74, 90, 92]"
57,93,2550,"[57, 74, 93]"
57,94,2494,"[57, 74, 76, 94]"
57,95,5367,"[57, 74, 76, 94, 96, 95]"
57,96,2991,"[57, 74, 76, 94, 96]"
57,97,2548,"[57, 77, 79, 97]"
57,104,6360,"[57, 74, 72, 89, 88, 105, 104]"
57,105,5154,"[57, 74, 72, 89, 88, 105]"
57,106,4816,"[57, 74, 72, 89, 88, 106]"
57,108,5419,"[57, 74, 72, 89, 88, 106, 108]"
57,109,4592,"[57, 74, 90, 92, 109]"
57,110,3976,"[57, 74, 90, 92, 110]"
57,111,5258,"[57, 74, 90, 92, 109, 111]"
57,112,4685,"[57, 74, 90, 92, 110, 112]"
57,116,3806,"[57, 55, 37, 35, 21, 116]"
57,117,3338,"[57, 55, 37, 35, 117]"
57,118,3882,"[57, 55, 37, 119, 118]"
57,119,2950,"[57, 55, 37, 119]"
57,120,3374,"[57, 56, 121, 120]"
57,121,2215,"[57, 56, 121]"
57,122,2877,"[57, 56, 125, 122]"
57,123,3889,"[57, 56, 125, 122, 123]"
57,124,3781,"[57, 56, 125, 122, 124]"
57,125,1791,"[57, 56, 125]"
57,126,2555,"[57, 58, 127, 126]"
57,127,1652,"[57, 58, 127]"
57,129,3498,"[57, 58, 127, 126, 129]"
57,131,1684,"[57, 58, 131]"
57,135,3192,"[57, 58, 131, 135]"
58,10,4358,"[58, 56, 37, 35, 21, 19, 10]"
58,17,3251,"[58, 55, 33, 17]"
58,18,3889,"[58, 55, 36, 34, 20, 18]"
58,19,3536,"[58, 56, 37, 35, 21, 19]"
58,20,3008,"[58, 55, 36, 34, 20]"
58,21,2775,"[58, 56, 37, 35, 21]"
58,29,3317,"[58, 57, 52, 51, 29]"
58,32,2626,"[58, 55, 33, 32]"
58,33,1983,"[58, 55, 33]"
58,34,2464,"[58, 55, 36, 34]"
58,35,2178,"[58, 56, 37, 35]"
58,36,1838,"[58, 55, 36]"
58,37,1562,"[58, 56, 37]"
58,46,4712,"[58, 57, 54, 53, 50, 49, 46]"
58,47,3902,"[58, 57, 52, 51, 48, 47]"
58,48,3131,"[58, 57, 52, 51, 48]"
58,49,3839,"[58, 57, 54, 53, 50, 49]"
58,50,3052,"[58, 57, 54, 53, 50]"
58,51,2436,"[58, 57, 52, 51]"
58,52,1772,"[58, 57, 52]"
58,53,2239,"[58, 57, 54, 53]"
58,54,1540,"[58, 57, 54]"
58,55,1114,"[58, 55]"
58,56,738,"[58, 56]"
58,57,831,"[58, 57]"
58,58,0,
58,66,4976,"[58, 57, 54, 53, 50, 49, 66]"
58,68,4831,"[58, 57, 74, 73, 70, 71, 68]"
58,69,4114,"[58, 57, 74, 73, 70, 69]"
58,70,3262,"[58, 57, 74, 73, 70]"
58,71,4068,"[58, 57, 74, 73, 70, 71]"
58,72,3496,"[58, 57, 74, 72]"
58,73,2470,"[58, 57, 74, 73]"
58,74,1740,"[58, 57, 74]"
58,76,2042,"[58, 77, 76]"
58,77,1069,"[58, 77]"
58,78,846,"[58, 78]"
58,79,1608,"[58, 77, 79]"
58,80,1759,"[58, 78, 80]"
58,85,5783,"[58, 57, 74, 73, 70, 71, 68, 85]"
58,86,5047,"[58, 57, 74, 72, 89, 86]"
58,88,5083,"[58, 57, 74, 72, 89, 88]"
58,89,4252,"[58, 57, 74, 72, 89]"
58,90,3487,"[58, 57, 74, 90]"
58,91,4883,"[58, 57, 74, 72, 89, 91]"
58,92,4237,"[58, 57, 74, 90, 92]"
58,93,3381,"[58, 57, 74, 93]"
58,94,2762,"[58, 77, 79, 94]"
58,95,5635,"[58, 77, 79, 94, 96, 95]"
58,96,3259,"[58, 77, 79, 94, 96]"
58,97,2622,"[58, 77, 79, 97]"
58,104,7191,"[58, 57, 74, 72, 89, 88, 105, 104]"
58,105,5985,"[58, 57, 74, 72, 89, 88, 105]"
58,106,5647,"[58, 57, 74, 72, 89, 88, 106]"
58,108,6250,"[58, 57, 74, 72, 89, 88, 106, 108]"
58,109,5423,"[58, 57, 74, 90, 92, 109]"
58,110,4807,"[58, 57, 74, 90, 92, 110]"
58,111,6089,"[58, 57, 74, 90, 92, 109, 111]"
58,112,5516,"[58, 57, 74, 90, 92, 110, 112]"
58,116,3624,"[58, 56, 37, 35, 21, 116]"
58,117,3156,"[58, 56, 37, 35, 117]"
58,118,3398,"[58, 125, 121, 120, 118]"
58,119,2730,"[58, 125, 121, 119]"
58,120,2675,"[58, 125, 121, 120]"
58,121,1516,"[58, 125, 121]"
58,122,2177,"[58, 125, 122]"
58,123,3189,"[58, 125, 122, 123]"
58,124,2996,"[58, 127, 126, 124]"
58,125,1091,"[58, 125]"
58,126,1724,"[58, 127, 126]"
58,127,821,"[58, 127]"
58,129,2667,"[58, 127, 126, 129]"
58,131,853,"[58, 131]"
58,135,2361,"[58, 131, 135]"
66,10,6647,"[66, 46, 47, 29, 17, 10]"
66,17,4385,"[66, 46, 47, 29, 17]"
66,18,5483,"[66, 46, 47, 29, 17, 18]"
66,19,5905,"[66, 46, 47, 29, 20, 19]"
66,20,5069,"[66, 46, 47, 29, 20]"
66,21,5775,"[66, 49, 48, 51, 33, 36, 35, 21]"
66,29,2486,"[66, 46, 47, 29]"
66,32,3090,"[66, 49, 48, 32]"
66,33,3568,"[66, 49, 48, 51, 33]"
66,34,4636,"[66, 49, 48, 51, 33, 34]"
66,35,5178,"[66, 49, 48, 51, 33, 36, 35]"
66,36,4172,"[66, 49, 48, 51, 33, 36]"
66,37,4970,"[66, 49, 48, 51, 52, 55, 37]"
66,46,632,"[66, 46]"
66,47,1548,"[66, 46, 47]"
66,48,2005,"[66, 49, 48]"
66,49,1137,"[66, 49]"
66,50,1924,"[66, 49, 50]"
66,51,2700,"[66, 49, 48, 51]"
66,52,3364,"[66, 49, 48, 51, 52]"
66,53,2737,"[66, 49, 50, 53]"
66,54,3436,"[66, 49, 50, 53, 54]"
66,55,4035,"[66, 49, 48, 51, 52, 55]"
66,56,4808,"[66, 49, 48, 51, 52, 55, 56]"
66,57,4145,"[66, 49, 50, 53, 54, 57]"
66,58,4976,"[66, 49, 50, 53, 54, 57, 58]"
66,66,0,
66,68,1443,"[66, 68]"
66,69,1999,"[66, 69]"
66,70,2279,"[66, 49, 70]"
66,71,2136,"[66, 71]"
66,72,2951,"[66, 71, 72]"
66,73,2897,"[66, 49, 50, 73]"
66,74,3627,"[66, 49, 50, 73, 74]"
66,76,3707,"[66, 49, 50, 73, 76]"
66,77,4607,"[66, 49, 50, 73, 74, 77]"
66,78,5343,"[66, 49, 50, 53, 54, 57, 78]"
66,79,4398,"[66, 49, 50, 73, 74, 79]"
66,80,4999,"[66, 49, 50, 73, 74, 79, 80]"
66,85,1685,"[66, 85]"
66,86,2243,"[66, 86]"
66,88,2652,"[66, 85, 88]"
66,89,2802,"[66, 71, 89]"
66,90,3312,"[66, 71, 90]"
66,91,3205,"[66, 86, 91]"
66,92,3753,"[66, 71, 89, 92]"
66,93,3948,"[66, 49, 70, 93]"
66,94,4552,"[66, 49, 70, 94]"
66,95,7217,"[66, 71, 90, 95]"
66,96,4978,"[66, 49, 70, 93, 96]"
66,97,5412,"[66, 49, 50, 73, 74, 79, 97]"
66,104,4007,"[66, 85, 104]"
66,105,2860,"[66, 85, 105]"
66,106,3118,"[66, 85, 106]"
66,108,3721,"[66, 85, 106, 108]"
66,109,3739,"[66, 85, 88, 109]"
66,110,4323,"[66, 71, 89, 92, 110]"
66,111,4039,"[66, 85, 106, 111]"
66,112,4822,"[66, 85, 88, 109, 112]"
66,116,6624,"[66, 49, 48, 51, 33, 36, 35, 21, 116]"
66,117,6156,"[66, 49, 48, 51, 33, 36, 35, 117]"
66,118,7061,"[66, 49, 48, 51, 33, 36, 35, 117, 118]"
66,119,6176,"[66, 49, 48, 51, 52, 55, 37, 119]"
66,120,6961,"[66, 49, 48, 51, 52, 55, 37, 119, 120]"
66,121,5973,"[66, 49, 48, 51, 52, 55, 56, 121]"
66,122,6635,"[66, 49, 48, 51, 52, 55, 56, 125, 122]"
66,123,7647,"[66, 49, 48, 51, 52, 55, 56, 125, 122, 123]"
66,124,7539,"[66, 49, 48, 51, 52, 55, 56, 125, 122, 124]"
66,125,5549,"[66, 49, 48, 51, 52, 55, 56, 125]"
66,126,6415,"[66, 49, 48, 51, 52, 55, 56, 125, 126]"
66,127,5797,"[66, 49, 50, 53, 54, 57, 58, 127]"
66,129,7358,"[66, 49, 48, 51, 52, 55, 56, 125, 126, 129]"
66,131,5829,"[66, 49, 50, 53, 54, 57, 58, 131]"
66,135,7337,"[66, 49, 50, 53, 54, 57, 58, 131, 135]"
68,10,6975,"[68, 69, 50, 51, 33, 34, 20, 19, 10]"
68,17,4874,"[68, 69, 50, 51, 32, 17]"
68,18,5972,"[68, 69, 50, 51, 32, 17, 18]"
68,19,6153,"[68, 69, 50, 51, 33, 34, 20, 19]"
68,20,5317,"[68, 69, 50, 51, 33, 34, 20]"
68,21,5912,"[68, 69, 50, 51, 33, 36, 35, 21]"
68,29,3111,"[68, 69, 50, 48, 29]"
68,32,3435,"[68, 69, 50, 51, 32]"
68,33,3705,"[68, 69, 50, 51, 33]"
68,34,4773,"[68, 69, 50, 51, 33, 34]"
68,35,5315,"[68, 69, 50, 51, 33, 36, 35]"
68,36,4309,"[68, 69, 50, 51, 33, 36]"
68,37,5099,"[68, 71, 70, 73, 54, 55, 37]"
68,46,2075,"[68, 66, 46]"
68,47,2381,"[68, 69, 49, 47]"
68,48,2431,"[68, 69, 50, 48]"
68,49,1721,"[68, 69, 49]"
68,50,1850,"[68, 69, 50]"
68,51,2837,"[68, 69, 50, 51]"
68,52,3501,"[68, 69, 50, 51, 52]"
68,53,2663,"[68, 69, 50, 53]"
68,54,3328,"[68, 71, 70, 73, 54]"
68,55,4164,"[68, 71, 70, 73, 54, 55]"
68,56,4937,"[68, 71, 70, 73, 54, 55, 56]"
68,57,4000,"[68, 71, 70, 73, 74, 57]"
68,58,4831,"[68, 71, 70, 73, 74, 57, 58]"
68,66,1443,"[68, 66]"
68,68,0,
68,69,755,"[68, 69]"
68,70,1569,"[68, 71, 70]"
68,71,763,"[68, 71]"
68,72,1578,"[68, 71, 72]"
68,73,2361,"[68, 71, 70, 73]"
68,74,3091,"[68, 71, 70, 73, 74]"
68,76,3171,"[68, 71, 70, 73, 76]"
68,77,4071,"[68, 71, 70, 73, 74, 77]"
68,78,5009,"[68, 71, 70, 73, 74, 79, 78]"
68,79,3862,"[68, 71, 70, 73, 74, 79]"
68,80,4463,"[68, 71, 70, 73, 74, 79, 80]"
68,85,952,"[68, 85]"
68,86,842,"[68, 86]"
68,88,1404,"[68, 86, 88]"
68,89,1429,"[68, 89]"
68,90,1939,"[68, 71, 90]"
68,91,1804,"[68, 86, 91]"
68,92,2380,"[68, 89, 92]"
68,93,2750,"[68, 71, 72, 93]"
68,94,3735,"[68, 71, 72, 94]"
68,95,5844,"[68, 71, 90, 95]"
68,96,3780,"[68, 71, 72, 93, 96]"
