from,to,value
93,74,0.033205161
93,76,0
93,77,0.05976929
93,78,0.026267191
93,79,0
93,80,0.033205161
93,85,0
93,86,0.003320516
93,88,0
93,89,0.006641032
93,90,0
93,91,0.009961548
93,92,0.029884645
93,93,0
93,94,0.019923097
93,95,0.013282065
93,96,0.003320516
93,97,0
93,104,0
93,105,0
93,106,0.003320516
93,108,0
93,109,0.066410323
93,110,0.073242057
93,111,0.003320516
93,112,0
93,116,0
93,117,0
93,118,0.023243613
93,119,0
93,120,0.029884645
93,121,0
93,122,0
93,123,0.009961548
93,124,0.009961548
93,125,0
93,126,0
93,127,0
93,129,0
93,131,0
93,135,0.019923097
94,10,0
94,17,0.010211067
94,18,0
94,19,0
94,20,0
94,21,0.045949801
94,29,0
94,32,0.022419665
94,33,0.010211067
94,34,0.150228823
94,35,0.05130307
94,36,0
94,37,0
94,46,0
94,47,0
94,48,0
94,49,0.035738734
94,50,0.025527667
94,51,0.117234231
94,52,0.020422134
94,53,0.035738734
94,54,0
94,55,0.146476737
94,56,0.025527667
94,57,0.056160868
94,58,0.061266402
94,66,0.020422134
94,68,0.005105533
94,69,0.010211067
94,70,0.020422134
94,71,0
94,72,0
94,73,0.137849404
94,74,0.051055335
94,76,0
94,77,0.091899603
94,78,0.040387704
94,79,0
94,80,0.051055335
94,85,0
94,86,0.005105533
94,88,0
94,89,0.010211067
94,90,0
94,91,0.0153166
94,92,0.045949801
94,93,0
94,94,0
94,95,0.020422134
94,96,0.005105533
94,97,0
94,104,0
94,105,0
94,106,0.005105533
94,108,0
94,109,0.10211067
94,110,0.112614954
94,111,0.005105533
94,112,0
94,116,0
94,117,0
94,118,0.035738734
94,119,0
94,120,0.045949801
94,121,0
94,122,0
94,123,0.0153166
94,124,0.0153166
94,125,0
94,126,0
94,127,0
94,129,0
94,131,0
94,135,0.030633201
95,10,0
95,17,0.053819233
95,18,0
95,19,0
95,20,0
95,21,0.242186547
95,29,0
95,32,0.118166804
95,33,0.053819233
95,34,0.791807556
95,35,0.270401894
95,36,0
95,37,0
95,46,0
95,47,0
95,48,0
95,49,0.188367314
95,50,0.134548082
95,51,0.617903728
95,52,0.107638465
95,53,0.188367314
95,54,0
95,55,0.772031524
95,56,0.134548082
95,57,0.29600578
95,58,0.322915396
95,66,0.107638465
95,68,0.026909616
95,69,0.053819233
95,70,0.107638465
95,71,0
95,72,0
95,73,0.726559641
95,74,0.269096163
95,76,0
95,77,0.484373094
95,78,0.212870531
95,79,0
95,80,0.269096163
95,85,0
95,86,0.026909616
95,88,0
95,89,0.053819233
95,90,0
95,91,0.080728849
95,92,0.242186547
95,93,0
95,94,0.161457698
95,95,0
95,96,0.026909616
95,97,0
95,104,0
95,105,0
95,106,0.026909616
95,108,0
95,109,0.538192326
95,110,0.593557014
95,111,0.026909616
95,112,0
95,116,0
95,117,0
95,118,0.188367314
95,119,0
95,120,0.242186547
95,121,0
95,122,0
95,123,0.080728849
95,124,0.080728849
95,125,0
95,126,0
95,127,0
95,129,0
95,131,0
95,135,0.161457698
96,10,0
96,17,0.019807934
96,18,0
96,19,0
96,20,0
96,21,0.089135705
96,29,0
96,32,0.043490778
96,33,0.019807934
96,34,0.291421326
96,35,0.099520241
96,36,0
96,37,0
96,46,0
96,47,0
96,48,0
96,49,0.06932777
96,50,0.049519836
96,51,0.227416779
96,52,0.039615869
96,53,0.06932777
96,54,0
96,55,0.284142843
96,56,0.049519836
96,57,0.108943639
96,58,0.118847606
96,66,0.039615869
96,68,0.009903967
96,69,0.019807934
96,70,0.039615869
96,71,0
96,72,0
96,73,0.267407115
96,74,0.099039672
96,76,0
96,77,0.17827141
96,78,0.078346073
96,79,0
96,80,0.099039672
96,85,0
96,86,0.009903967
96,88,0
96,89,0.019807934
96,90,0
96,91,0.029711902
96,92,0.089135705
96,93,0
96,94,0.059423803
96,95,0.039615869
96,96,0
96,97,0
96,104,0
96,105,0
96,106,0.009903967
96,108,0
96,109,0.198079344
96,110,0.218456076
96,111,0.009903967
96,112,0
96,116,0
96,117,0
96,118,0.06932777
96,119,0
96,120,0.089135705
96,121,0
96,122,0
96,123,0.029711902
96,124,0.029711902
96,125,0
96,126,0
96,127,0
96,129,0
96,131,0
96,135,0.059423803
97,10,0
97,17,0.008253306
97,18,0
97,19,0
97,20,0
97,21,0.037139877
97,29,0
97,32,0.018121157
97,33,0.008253306
97,34,0.121425552
97,35,0.041466767
97,36,0
97,37,0
97,46,0
97,47,0
97,48,0
97,49,0.028886571
97,50,0.020633265
97,51,0.094756991
97,52,0.016506612
97,53,0.028886571
97,54,0
97,55,0.118392851
97,56,0.020633265
97,57,0.045393183
97,58,0.049519836
97,66,0.016506612
97,68,0.004126653
97,69,0.008253306
97,70,0.016506612
97,71,0
97,72,0
97,73,0.111419631
97,74,0.04126653
97,76,0
97,77,0.074279754
97,78,0.032644197
97,79,0
97,80,0.04126653
97,85,0
97,86,0.004126653
97,88,0
97,89,0.008253306
97,90,0
97,91,0.012379959
97,92,0.037139877
97,93,0
97,94,0.024759918
97,95,0.016506612
97,96,0.004126653
97,97,0
97,104,0
97,105,0
97,106,0.004126653
97,108,0
97,109,0.08253306
97,110,0.091023365
97,111,0.004126653
97,112,0
97,116,0
97,117,0
97,118,0.028886571
97,119,0
97,120,0.037139877
97,121,0
97,122,0
97,123,0.012379959
97,124,0.012379959
97,125,0
97,126,0
97,127,0
97,129,0
97,131,0
97,135,0.024759918
104,10,0
104,17,0.008598793
104,18,0
104,19,0
104,20,0
104,21,0.03869457
104,29,0
104,32,0.018879718
104,33,0.008598793
104,34,0.126508483
104,35,0.043202585
104,36,0
104,37,0
104,46,0
104,47,0
104,48,0
104,49,0.030095776
104,50,0.021496983
104,51,0.098723563
104,52,0.017197586
104,53,0.030095776
104,54,0
104,55,0.123348831
104,56,0.021496983
104,57,0.047293363
104,58,0.051592759
104,66,0.017197586
104,68,0.004299397
104,69,0.008598793
104,70,0.017197586
104,71,0
104,72,0
104,73,0.116083709
104,74,0.042993966
104,76,0
104,77,0.077389139
104,78,0.034010698
104,79,0
104,80,0.042993966
104,85,0
104,86,0.004299397
104,88,0
104,89,0.008598793
104,90,0
104,91,0.01289819
104,92,0.03869457
104,93,0
104,94,0.02579638
104,95,0.017197586
104,96,0.004299397
104,97,0
104,104,0
104,105,0
104,106,0.004299397
104,108,0
104,109,0.085987932
104,110,0.094833646
104,111,0.004299397
104,112,0
104,116,0
104,117,0
104,118,0.030095776
104,119,0
104,120,0.03869457
104,121,0
104,122,0
104,123,0.01289819
104,124,0.01289819
104,125,0
104,126,0
104,127,0
104,129,0
104,131,0
104,135,0.02579638
105,10,0
105,17,0.007600719
105,18,0
105,19,0
105,20,0
105,21,0.034203236
105,29,0
105,32,0.016688322
105,33,0.007600719
105,34,0.111824462
105,35,0.038187999
105,36,0
105,37,0
105,46,0
105,47,0
105,48,0
105,49,0.026602517
105,50,0.019001798
105,51,0.087264578
105,52,0.015201438
105,53,0.026602517
105,54,0
105,55,0.109031556
105,56,0.019001798
105,57,0.041803955
105,58,0.045604314
105,66,0.015201438
105,68,0.00380036
105,69,0.007600719
105,70,0.015201438
105,71,0
105,72,0
105,73,0.102609707
105,74,0.038003595
105,76,0
105,77,0.068406471
105,78,0.030063028
105,79,0
105,80,0.038003595
105,85,0
105,86,0.00380036
105,88,0
105,89,0.007600719
105,90,0
105,91,0.011401079
105,92,0.034203236
105,93,0
105,94,0.022802157
105,95,0.015201438
105,96,0.00380036
105,97,0
105,104,0
105,105,0
105,106,0.00380036
105,108,0
105,109,0.07600719
105,110,0.083826169
105,111,0.00380036
105,112,0
105,116,0
105,117,0
105,118,0.026602517
105,119,0
105,120,0.034203236
105,121,0
105,122,0
105,123,0.011401079
105,124,0.011401079
105,125,0
105,126,0
105,127,0
105,129,0
105,131,0
105,135,0.022802157
106,10,0
106,17,0.051746309
106,18,0
106,19,0
106,20,0
106,21,0.232858392
106,29,0
106,32,0.113615443
106,33,0.051746309
106,34,0.761309976
106,35,0.259986985
106,36,0
106,37,0
106,46,0
106,47,0
106,48,0
106,49,0.181112082
106,50,0.129365773
106,51,0.594104298
106,52,0.103492619
106,53,0.181112082
106,54,0
106,55,0.742295645
106,56,0.129365773
106,57,0.284604701
106,58,0.310477856
106,66,0.103492619
106,68,0.025873155
106,69,0.051746309
106,70,0.103492619
106,71,0
106,72,0
106,73,0.698575175
106,74,0.258731546
106,76,0
106,77,0.465716783
106,78,0.204671523
106,79,0
106,80,0.258731546
106,85,0
106,86,0.025873155
106,88,0
106,89,0.051746309
106,90,0
106,91,0.077619464
106,92,0.232858392
106,93,0
106,94,0.155238928
106,95,0.103492619
106,96,0.025873155
106,97,0
106,104,0
106,105,0
106,106,0
106,108,0
106,109,0.517463093
106,110,0.570695331
106,111,0.025873155
106,112,0
106,116,0
106,117,0
106,118,0.181112082
106,119,0
106,120,0.232858392
106,121,0
106,122,0
106,123,0.077619464
106,124,0.077619464
106,125,0
106,126,0
106,127,0
106,129,0
106,131,0
106,135,0.155238928
108,10,0
108,17,0.059807678
108,18,0
108,19,0
108,20,0
108,21,0.269134551
108,29,0
108,32,0.131315178
108,33,0.059807678
108,34,0.879911678
108,35,0.300489409
108,36,0
108,37,0
108,46,0
108,47,0
108,48,0
108,49,0.209326873
108,50,0.149519195
108,51,0.686657638
108,52,0.119615356
108,53,0.209326873
108,54,0
108,55,0.857935174
108,56,0.149519195
108,57,0.328942229
108,58,0.358846068
108,66,0.119615356
108,68,0.029903839
108,69,0.059807678
108,70,0.119615356
108,71,0
108,72,0
108,73,0.807403652
108,74,0.29903839
108,76,0
108,77,0.538269101
108,78,0.236556553
108,79,0
108,80,0.29903839
108,85,0
108,86,0.029903839
108,88,0
108,89,0.059807678
108,90,0
108,91,0.089711517
108,92,0.269134551
108,93,0
108,94,0.179423034
108,95,0.119615356
108,96,0.029903839
108,97,0
108,104,0
108,105,0
108,106,0.029903839
108,108,0
108,109,0.598076779
108,110,0.659601874
108,111,0.029903839
108,112,0
108,116,0
108,117,0
108,118,0.209326873
108,119,0
108,120,0.269134551
108,121,0
108,122,0
108,123,0.089711517
108,124,0.089711517
108,125,0
108,126,0
108,127,0
108,129,0
108,131,0
108,135,0.179423034
109,10,0
109,17,0.047562075
109,18,0
109,19,0
109,20,0
109,21,0.214029338
109,29,0
109,32,0.104428438
109,33,0.047562075
109,34,0.699750044
109,35,0.238964299
109,36,0
109,37,0
109,46,0
109,47,0
109,48,0
109,49,0.166467263
109,50,0.118905188
109,51,0.546064707
109,52,0.09512415
109,53,0.166467263
109,54,0
109,55,0.682273223
109,56,0.118905188
109,57,0.261591413
109,58,0.28537245
109,66,0.09512415
109,68,0.023781038
109,69,0.047562075
109,70,0.09512415
109,71,0
109,72,0
109,73,0.642088013
109,74,0.237810375
109,76,0
109,77,0.428058676
109,78,0.188121674
109,79,0
109,80,0.237810375
109,85,0
109,86,0.023781038
109,88,0
109,89,0.047562075
109,90,0
109,91,0.071343113
109,92,0.214029338
109,93,0
109,94,0.142686225
109,95,0.09512415
109,96,0.023781038
109,97,0
109,104,0
109,105,0
109,106,0.023781038
109,108,0
109,109,0
109,110,0.524548602
109,111,0.023781038
109,112,0
109,116,0
109,117,0
109,118,0.166467263
109,119,0
109,120,0.214029338
109,121,0
109,122,0
109,123,0.071343113
109,124,0.071343113
109,125,0
109,126,0
109,127,0
109,129,0
109,131,0
109,135,0.142686225
110,10,0
110,17,0.063032225
110,18,0
110,19,0
110,20,0
110,21,0.283645014
110,29,0
110,32,0.138395072
110,33,0.063032225
110,34,0.927352359
110,35,0.316690378
110,36,0
110,37,0
110,46,0
110,47,0
110,48,0
110,49,0.220612789
110,50,0.157580563
110,51,0.723678974
110,52,0.126064451
110,53,0.220612789
110,54,0
110,55,0.904190986
110,56,0.157580563
110,57,0.34667724
110,58,0.378193352
110,66,0.126064451
110,68,0.031516113
110,69,0.063032225
110,70,0.126064451
110,71,0
110,72,0
110,73,0.850935043
110,74,0.315161127
110,76,0
110,77,0.567290028
110,78,0.249310564
110,79,0
110,80,0.315161127
110,85,0
110,86,0.031516113
110,88,0
110,89,0.063032225
110,90,0
110,91,0.094548338
110,92,0.283645014
110,93,0
110,94,0.189096676
110,95,0.126064451
110,96,0.031516113
110,97,0
110,104,0
110,105,0
110,106,0.031516113
110,108,0
110,109,0.630322254
110,110,0
110,111,0.031516113
110,112,0
110,116,0
110,117,0
110,118,0.220612789
110,119,0
110,120,0.283645014
110,121,0
110,122,0
110,123,0.094548338
110,124,0.094548338
110,125,0
110,126,0
110,127,0
110,129,0
110,131,0
110,135,0.189096676
111,10,0
111,17,0.01896341
111,18,0
111,19,0
111,20,0
111,21,0.085335345
111,29,0
111,32,0.04163652
111,33,0.01896341
111,34,0.278996386
111,35,0.09527713
111,36,0
111,37,0
111,46,0
111,47,0
111,48,0
111,49,0.066371935
111,50,0.047408525
111,51,0.217720714
111,52,0.03792682
111,53,0.066371935
111,54,0
111,55,0.272028226
111,56,0.047408525
111,57,0.104298755
111,58,0.11378046
111,66,0.03792682
111,68,0.009481705
111,69,0.01896341
111,70,0.03792682
111,71,0
111,72,0
111,73,0.256006036
111,74,0.09481705
111,76,0
111,77,0.170670691
111,78,0.075005736
111,79,0
111,80,0.09481705
111,85,0
111,86,0.009481705
111,88,0
111,89,0.01896341
111,90,0
111,91,0.028445115
111,92,0.085335345
111,93,0
111,94,0.05689023
111,95,0.03792682
111,96,0.009481705
111,97,0
111,104,0
111,105,0
111,106,0.009481705
111,108,0
111,109,0.189634101
111,110,0.209142058
111,111,0
111,112,0
111,116,0
111,117,0
111,118,0.066371935
111,119,0
111,120,0.085335345
111,121,0
111,122,0
111,123,0.028445115
111,124,0.028445115
111,125,0
111,126,0
111,127,0
111,129,0
111,131,0
111,135,0.05689023
112,10,0
112,17,0.068636796
112,18,0
112,19,0
112,20,0
112,21,0.308865582
112,29,0
112,32,0.150700603
112,33,0.068636796
112,34,1.009808781
112,35,0.344849206
112,36,0
112,37,0
112,46,0
112,47,0
112,48,0
112,49,0.240228786
112,50,0.17159199
112,51,0.788025582
112,52,0.137273592
112,53,0.240228786
112,54,0
112,55,0.984587992
112,56,0.17159199
112,57,0.377502378
112,58,0.411820776
112,66,0.137273592
112,68,0.034318398
112,69,0.068636796
112,70,0.137273592
112,71,0
112,72,0
112,73,0.926596746
112,74,0.34318398
112,76,0
112,77,0.617731164
112,78,0.271478252
112,79,0
112,80,0.34318398
112,85,0
112,86,0.034318398
112,88,0
112,89,0.068636796
112,90,0
112,91,0.102955194
112,92,0.308865582
112,93,0
112,94,0.205910388
112,95,0.137273592
112,96,0.034318398
112,97,0
112,104,0
112,105,0
112,106,0.034318398
112,108,0
112,109,0.68636796
112,110,0.756975707
112,111,0.034318398
112,112,0
112,116,0
112,117,0
112,118,0.240228786
112,119,0
112,120,0.308865582
112,121,0
112,122,0
112,123,0.102955194
112,124,0.102955194
112,125,0
112,126,0
112,127,0
112,129,0
112,131,0
112,135,0.205910388
116,10,0
116,17,0.056045706
116,18,0
116,19,0
116,20,0
116,21,0.252205676
116,29,0
116,32,0.123055302
116,33,0.056045706
116,34,0.824564217
116,35,0.281588278
116,36,0
116,37,0
116,46,0
116,47,0
116,48,0
116,49,0.196159971
116,50,0.140114265
116,51,0.643466079
116,52,0.112091412
116,53,0.196159971
116,54,0
116,55,0.803970061
116,56,0.140114265
116,57,0.308251382
116,58,0.336274235
116,66,0.112091412
116,68,0.028022853
116,69,0.056045706
116,70,0.112091412
116,71,0
116,72,0
116,73,0.756617029
116,74,0.280228529
116,76,0
116,77,0.504411353
116,78,0.221676872
116,79,0
116,80,0.280228529
116,85,0
116,86,0.028022853
116,88,0
116,89,0.056045706
116,90,0
116,91,0.084068559
116,92,0.252205676
116,93,0
116,94,0.168137118
116,95,0.112091412
116,96,0.028022853
116,97,0
116,104,0
116,105,0
116,106,0.028022853
116,108,0
116,109,0.560457059
116,110,0.618112154
116,111,0.028022853
116,112,0
116,116,0
116,117,0
116,118,0.196159971
116,119,0
116,120,0.252205676
116,121,0
116,122,0
116,123,0.084068559
116,124,0.084068559
116,125,0
116,126,0
116,127,0
116,129,0
116,131,0
116,135,0.168137118
117,10,0
117,17,0.030287714
117,18,0
117,19,0
117,20,0
117,21,0.136294711
117,29,0
117,32,0.066500434
117,33,0.030287714
117,34,0.445603539
117,35,0.152173391
117,36,0
117,37,0
117,46,0
117,47,0
117,48,0
117,49,0.106006998
117,50,0.075719284
117,51,0.347736121
117,52,0.060575427
117,53,0.106006998
117,54,0
117,55,0.434474231
117,56,0.075719284
117,57,0.166582425
117,58,0.181726282
117,66,0.060575427
117,68,0.015143857
117,69,0.030287714
117,70,0.060575427
117,71,0
117,72,0
117,73,0.408884134
117,74,0.151438568
117,76,0
117,77,0.272589423
117,78,0.119796611
117,79,0
117,80,0.151438568
117,85,0
117,86,0.015143857
117,88,0
117,89,0.030287714
117,90,0
117,91,0.04543157
117,92,0.136294711
117,93,0
117,94,0.090863141
117,95,0.060575427
117,96,0.015143857
117,97,0
117,104,0
117,105,0
117,106,0.015143857
117,108,0
117,109,0.302877137
117,110,0.334034582
117,111,0.015143857
117,112,0
117,116,0
117,117,0
117,118,0.106006998
117,119,0
117,120,0.136294711
117,121,0
117,122,0
117,123,0.04543157
117,124,0.04543157
117,125,0
117,126,0
117,127,0
117,129,0
117,131,0
117,135,0.090863141
118,10,0
118,17,0.02882899
118,18,0
118,19,0
118,20,0
118,21,0.129730454
118,29,0
118,32,0.063297624
118,33,0.02882899
118,34,0.424142279
118,35,0.144844381
118,36,0
118,37,0
118,46,0
118,47,0
118,48,0
118,49,0.100901464
118,50,0.072072475
118,51,0.330988374
118,52,0.05765798
118,53,0.100901464
118,54,0
118,55,0.413548983
118,56,0.072072475
118,57,0.158559444
118,58,0.172973939
118,66,0.05765798
118,68,0.014414495
118,69,0.02882899
118,70,0.05765798
118,71,0
118,72,0
118,73,0.389191362
118,74,0.144144949
118,76,0
118,77,0.259460908
118,78,0.114026939
118,79,0
118,80,0.144144949
118,85,0
118,86,0.014414495
118,88,0
118,89,0.02882899
118,90,0
118,91,0.043243485
118,92,0.129730454
118,93,0
118,94,0.086486969
118,95,0.05765798
118,96,0.014414495
118,97,0
118,104,0
118,105,0
118,106,0.014414495
118,108,0
118,109,0.288289898
118,110,0.317946731
118,111,0.014414495
118,112,0
118,116,0
118,117,0
118,118,0
118,119,0
118,120,0.129730454
118,121,0
118,122,0
118,123,0.043243485
118,124,0.043243485
118,125,0
118,126,0
118,127,0
118,129,0
118,131,0
118,135,0.086486969
119,10,0
119,17,0.035546797
119,18,0
119,19,0
119,20,0
119,21,0.159960587
119,29,0
119,32,0.078047404
119,33,0.035546797
119,34,0.522977031
119,35,0.178596401
119,36,0
119,37,0
119,46,0
119,47,0
119,48,0
119,49,0.12441379
119,50,0.088866993
119,51,0.408116157
119,52,0.071093594
119,53,0.12441379
119,54,0
119,55,0.509915258
119,56,0.088866993
119,57,0.195507384
119,58,0.213280782
119,66,0.071093594
119,68,0.017773399
119,69,0.035546797
119,70,0.071093594
119,71,0
119,72,0
119,73,0.47988176
119,74,0.177733985
119,76,0
119,77,0.319921173
119,78,0.140597797
119,79,0
119,80,0.177733985
119,85,0
119,86,0.017773399
119,88,0
119,89,0.035546797
119,90,0
119,91,0.053320196
119,92,0.159960587
119,93,0
119,94,0.106640391
119,95,0.071093594
119,96,0.017773399
119,97,0
119,104,0
119,105,0
119,106,0.017773399
119,108,0
119,109,0.35546797
119,110,0.392035517
119,111,0.017773399
119,112,0
119,116,0
119,117,0
119,118,0.12441379
119,119,0
119,120,0.159960587
119,121,0
119,122,0
119,123,0.053320196
119,124,0.053320196
119,125,0
119,126,0
119,127,0
119,129,0
119,131,0
119,135,0.106640391
120,10,0
120,17,0.039462319
120,18,0
120,19,0
120,20,0
120,21,0.177580435
120,29,0
120,32,0.086644418
120,33,0.039462319
120,34,0.580583572
120,35,0.198269006
120,36,0
120,37,0
120,46,0
120,47,0
120,48,0
120,49,0.138118116
120,50,0.098655797
120,51,0.453070636
120,52,0.078924638
120,53,0.138118116
120,54,0
120,55,0.566083029
120,56,0.098655797
120,57,0.217042754
120,58,0.236773914
120,66,0.078924638
120,68,0.019731159
120,69,0.039462319
120,70,0.078924638
120,71,0
120,72,0
120,73,0.532741306
120,74,0.197311595
120,76,0
120,77,0.35516087
120,78,0.156084811
120,79,0
120,80,0.197311595
120,85,0
120,86,0.019731159
120,88,0
120,89,0.039462319
120,90,0
120,91,0.059193478
120,92,0.177580435
120,93,0
120,94,0.118386957
120,95,0.078924638
120,96,0.019731159
120,97,0
120,104,0
120,105,0
120,106,0.019731159
120,108,0
120,109,0.394623189
120,110,0.435218695
120,111,0.019731159
120,112,0
120,116,0
120,117,0
120,118,0.138118116
120,119,0
120,120,0
120,121,0
120,122,0
120,123,0.059193478
120,124,0.059193478
120,125,0
120,126,0
120,127,0
120,129,0
120,131,0
120,135,0.118386957
121,10,0
121,17,0.012514315
121,18,0
121,19,0
121,20,0
121,21,0.056314418
121,29,0
121,32,0.027476732
121,33,0.012514315
121,34,0.184115024
121,35,0.062875191
121,36,0
121,37,0
121,46,0
121,47,0
121,48,0
121,49,0.043800103
121,50,0.031285788
121,51,0.143678042
121,52,0.02502863
121,53,0.043800103
121,54,0
121,55,0.179516603
121,56,0.031285788
121,57,0.068828733
121,58,0.075085891
121,66,0.02502863
121,68,0.006257158
121,69,0.012514315
121,70,0.02502863
121,71,0
121,72,0
121,73,0.168943255
121,74,0.062571576
121,76,0
121,77,0.112628836
121,78,0.049497713
121,79,0
121,80,0.062571576
121,85,0
121,86,0.006257158
121,88,0
121,89,0.012514315
121,90,0
121,91,0.018771473
121,92,0.056314418
121,93,0
121,94,0.037542945
121,95,0.02502863
121,96,0.006257158
121,97,0
121,104,0
121,105,0
121,106,0.006257158
121,108,0
121,109,0.125143151
121,110,0.138016823
121,111,0.006257158
121,112,0
121,116,0
121,117,0
121,118,0.043800103
121,119,0
121,120,0.056314418
121,121,0
121,122,0
121,123,0.018771473
121,124,0.018771473
121,125,0
121,126,0
121,127,0
121,129,0
121,131,0
121,135,0.037542945
122,10,0
122,17,0.035815509
122,18,0
122,19,0
122,20,0
122,21,0.161169792
122,29,0
122,32,0.078637395
122,33,0.035815509
122,34,0.526930421
122,35,0.179946482
122,36,0
122,37,0
122,46,0
122,47,0
122,48,0
122,49,0.125354283
122,50,0.089538773
122,51,0.411201268
122,52,0.071631019
122,53,0.125354283
122,54,0
122,55,0.513769909
122,56,0.089538773
122,57,0.196985301
122,58,0.214893056
122,66,0.071631019
122,68,0.017907755
122,69,0.035815509
122,70,0.071631019
122,71,0
122,72,0
122,73,0.483509376
122,74,0.179077547
122,76,0
122,77,0.322339584
122,78,0.141660631
122,79,0
122,80,0.179077547
122,85,0
122,86,0.017907755
122,88,0
122,89,0.035815509
122,90,0
122,91,0.053723264
122,92,0.161169792
122,93,0
122,94,0.107446528
122,95,0.071631019
122,96,0.017907755
122,97,0
122,104,0
122,105,0
122,106,0.017907755
122,108,0
122,109,0.358155093
122,110,0.394999068
122,111,0.017907755
122,112,0
122,116,0
122,117,0
122,118,0.125354283
122,119,0
122,120,0.161169792
122,121,0
122,122,0
122,123,0.053723264
122,124,0.053723264
122,125,0
122,126,0
122,127,0
122,129,0
122,131,0
122,135,0.107446528
123,10,0
123,17,0.045412377
123,18,0
123,19,0
123,20,0
123,21,0.204355695
123,29,0
123,32,0.099708508
123,33,0.045412377
123,34,0.668122924
123,35,0.228163652
123,36,0
123,37,0
123,46,0
123,47,0
123,48,0
123,49,0.158943319
123,50,0.113530942
123,51,0.521383816
123,52,0.090824754
123,53,0.158943319
123,54,0
123,55,0.651436015
123,56,0.113530942
123,57,0.249768072
123,58,0.272474261
123,66,0.090824754
123,68,0.022706188
123,69,0.045412377
123,70,0.090824754
123,71,0
123,72,0
123,73,0.613067086
123,74,0.227061884
123,76,0
123,77,0.408711391
123,78,0.179619
123,79,0
123,80,0.227061884
123,85,0
123,86,0.022706188
123,88,0
123,89,0.045412377
123,90,0
123,91,0.068118565
123,92,0.204355695
123,93,0
123,94,0.13623713
123,95,0.090824754
123,96,0.022706188
123,97,0
123,104,0
123,105,0
123,106,0.022706188
123,108,0
123,109,0.454123768
123,110,0.500840191
123,111,0.022706188
123,112,0
123,116,0
123,117,0
123,118,0.158943319
123,119,0
123,120,0.204355695
123,121,0
123,122,0
123,123,0
123,124,0.068118565
123,125,0
123,126,0
123,127,0
123,129,0
123,131,0
123,135,0.13623713
124,10,0
124,17,0.074202979
124,18,0
124,19,0
124,20,0
124,21,0.333913406
124,29,0
124,32,0.162921848
124,33,0.074202979
124,34,1.091700432
124,35,0.372815165
124,36,0
124,37,0
124,46,0
124,47,0
124,48,0
124,49,0.259710427
124,50,0.185507448
124,51,0.851931459
124,52,0.148405958
124,53,0.259710427
124,54,0
124,55,1.064434334
124,56,0.185507448
124,57,0.408116385
124,58,0.445217875
124,66,0.148405958
124,68,0.03710149
124,69,0.074202979
124,70,0.148405958
124,71,0
124,72,0
124,73,1.001740218
124,74,0.371014895
124,76,0
124,77,0.667826812
124,78,0.293494105
124,79,0
124,80,0.371014895
124,85,0
124,86,0.03710149
124,88,0
124,89,0.074202979
124,90,0
124,91,0.111304469
124,92,0.333913406
124,93,0
124,94,0.222608937
124,95,0.148405958
124,96,0.03710149
124,97,0
124,104,0
124,105,0
124,106,0.03710149
124,108,0
124,109,0.742029791
124,110,0.818363558
124,111,0.03710149
124,112,0
124,116,0
124,117,0
124,118,0.259710427
124,119,0
124,120,0.333913406
124,121,0
124,122,0
124,123,0.111304469
124,124,0
124,125,0
124,126,0
124,127,0
124,129,0
124,131,0
124,135,0.222608937
125,10,0
125,17,0.016890487
125,18,0
125,19,0
125,20,0
125,21,0.07600719
125,29,0
125,32,0.037085159
125,33,0.016890487
125,34,0.248498805
125,35,0.084862221
125,36,0
125,37,0
125,46,0
125,47,0
125,48,0
125,49,0.059116703
125,50,0.042226217
125,51,0.193921284
125,52,0.033780973
125,53,0.059116703
125,54,0
125,55,0.242292347
125,56,0.042226217
125,57,0.092897677
125,58,0.10134292
125,66,0.033780973
125,68,0.008445243
125,69,0.016890487
125,70,0.033780973
125,71,0
125,72,0
125,73,0.228021571
125,74,0.084452434
125,76,0
125,77,0.15201438
125,78,0.066806729
125,79,0
125,80,0.084452434
125,85,0
125,86,0.008445243
125,88,0
125,89,0.016890487
125,90,0
125,91,0.02533573
125,92,0.07600719
125,93,0
125,94,0.05067146
125,95,0.033780973
125,96,0.008445243
125,97,0
125,104,0
125,105,0
125,106,0.008445243
125,108,0
125,109,0.168904867
125,110,0.186280375
125,111,0.008445243
125,112,0
125,116,0
125,117,0
125,118,0.059116703
125,119,0
125,120,0.07600719
125,121,0
125,122,0
125,123,0.02533573
125,124,0.02533573
125,125,0
125,126,0
125,127,0
125,129,0
125,131,0
125,135,0.05067146
126,10,0
126,17,0.010479779
126,18,0
126,19,0
126,20,0
126,21,0.047159007
126,29,0
126,32,0.023009656
126,33,0.010479779
126,34,0.154182213
126,35,0.052653151
126,36,0
126,37,0
126,46,0
126,47,0
126,48,0
126,49,0.036679227
126,50,0.026199448
126,51,0.120319342
126,52,0.020959559
126,53,0.036679227
126,54,0
126,55,0.150331388
126,56,0.026199448
126,57,0.057638786
126,58,0.062878676
126,66,0.020959559
126,68,0.00523989
126,69,0.010479779
126,70,0.020959559
126,71,0
126,72,0
126,73,0.14147702
126,74,0.052398896
126,76,0
126,77,0.094318013
126,78,0.041450538
126,79,0
126,80,0.052398896
126,85,0
126,86,0.00523989
126,88,0
126,89,0.010479779
126,90,0
126,91,0.015719669
126,92,0.047159007
126,93,0
126,94,0.031439338
126,95,0.020959559
126,96,0.00523989
