from,to,value
56,49,0.196159971
56,50,0.140114265
56,51,0.643466079
56,52,0.112091412
56,53,0.196159971
56,54,0
56,55,0.803970061
56,56,0
56,57,0.308251382
56,58,0.336274235
56,66,0.112091412
56,68,0.028022853
56,69,0.056045706
56,70,0.112091412
56,71,0
56,72,0
56,73,0.756617029
56,74,0.280228529
56,76,0
56,77,0.504411353
56,78,0.221676872
56,79,0
56,80,0.280228529
56,85,0
56,86,0.028022853
56,88,0
56,89,0.056045706
56,90,0
56,91,0.084068559
56,92,0.252205676
56,93,0
56,94,0.168137118
56,95,0.112091412
56,96,0.028022853
56,97,0
56,104,0
56,105,0
56,106,0.028022853
56,108,0
56,109,0.560457059
56,110,0.618112154
56,111,0.028022853
56,112,0
56,116,0
56,117,0
56,118,0.196159971
56,119,0
56,120,0.252205676
56,121,0
56,122,0
56,123,0.084068559
56,124,0.084068559
56,125,0
56,126,0
56,127,0
56,129,0
56,131,0
56,135,0.168137118
57,10,0
57,17,0.042302992
57,18,0
57,19,0
57,20,0
57,21,0.190363463
57,29,0
57,32,0.092881468
57,33,0.042302992
57,34,0.622376553
57,35,0.212541289
57,36,0
57,37,0
57,46,0
57,47,0
57,48,0
57,49,0.148060471
57,50,0.105757479
57,51,0.485684671
57,52,0.084605983
57,53,0.148060471
57,54,0
57,55,0.606832196
57,56,0.105757479
57,57,0
57,58,0.25381795
57,66,0.084605983
57,68,0.021151496
57,69,0.042302992
57,70,0.084605983
57,71,0
57,72,0
57,73,0.571090388
57,74,0.211514959
57,76,0
57,77,0.380726925
57,78,0.167320488
57,79,0
57,80,0.211514959
57,85,0
57,86,0.021151496
57,88,0
57,89,0.042302992
57,90,0
57,91,0.063454488
57,92,0.190363463
57,93,0
57,94,0.126908975
57,95,0.084605983
57,96,0.021151496
57,97,0
57,104,0
57,105,0
57,106,0.021151496
57,108,0
57,109,0.423029917
57,110,0.466547667
57,111,0.021151496
57,112,0
57,116,0
57,117,0
57,118,0.148060471
57,119,0
57,120,0.190363463
57,121,0
57,122,0
57,123,0.063454488
57,124,0.063454488
57,125,0
57,126,0
57,127,0
57,129,0
57,131,0
57,135,0.126908975
58,10,0
58,17,0.058003467
58,18,0
58,19,0
58,20,0
58,21,0.261015601
58,29,0
58,32,0.127353809
58,33,0.058003467
58,34,0.853367487
58,35,0.291424581
58,36,0
58,37,0
58,46,0
58,47,0
58,48,0
58,49,0.203012134
58,50,0.145008667
58,51,0.665943319
58,52,0.116006934
58,53,0.203012134
58,54,0
58,55,0.832053946
58,56,0.145008667
58,57,0.319019068
58,58,0
58,66,0.116006934
58,68,0.029001733
58,69,0.058003467
58,70,0.116006934
58,71,0
58,72,0
58,73,0.783046802
58,74,0.290017334
58,76,0
58,77,0.522031202
58,78,0.229420379
58,79,0
58,80,0.290017334
58,85,0
58,86,0.029001733
58,88,0
58,89,0.058003467
58,90,0
58,91,0.0870052
58,92,0.261015601
58,93,0
58,94,0.174010401
58,95,0.116006934
58,96,0.029001733
58,97,0
58,104,0
58,105,0
58,106,0.029001733
58,108,0
58,109,0.580034668
58,110,0.639703743
58,111,0.029001733
58,112,0
58,116,0
58,117,0
58,118,0.203012134
58,119,0
58,120,0.261015601
58,121,0
58,122,0
58,123,0.0870052
58,124,0.0870052
58,125,0
58,126,0
58,127,0
58,129,0
58,131,0
58,135,0.174010401
66,10,0
66,17,0.012245603
66,18,0
66,19,0
66,20,0
66,21,0.055105213
66,29,0
66,32,0.026886741
66,33,0.012245603
66,34,0.180161634
66,35,0.06152511
66,36,0
66,37,0
66,46,0
66,47,0
66,48,0
66,49,0.04285961
66,50,0.030614007
66,51,0.140592931
66,52,0.024491206
66,53,0.04285961
66,54,0
66,55,0.175661952
66,56,0.030614007
66,57,0.067350816
66,58,0.073473617
66,66,0
66,68,0.006122801
66,69,0.012245603
66,70,0.024491206
66,71,0
66,72,0
66,73,0.165315639
66,74,0.061228014
66,76,0
66,77,0.110210426
66,78,0.048434878
66,79,0
66,80,0.061228014
66,85,0
66,86,0.006122801
66,88,0
66,89,0.012245603
66,90,0
66,91,0.018368404
66,92,0.055105213
66,93,0
66,94,0.036736809
66,95,0.024491206
66,96,0.006122801
66,97,0
66,104,0
66,105,0
66,106,0.006122801
66,108,0
66,109,0.122456029
66,110,0.135053272
66,111,0.006122801
66,112,0
66,116,0
66,117,0
66,118,0.04285961
66,119,0
66,120,0.055105213
66,121,0
66,122,0
66,123,0.018368404
66,124,0.018368404
66,125,0
66,126,0
66,127,0
66,129,0
66,131,0
66,135,0.036736809
68,10,0
68,17,0.002648735
68,18,0
68,19,0
68,20,0
68,21,0.011919309
68,29,0
68,32,0.005815627
68,33,0.002648735
68,34,0.038969131
68,35,0.013307939
68,36,0
68,37,0
68,46,0
68,47,0
68,48,0
68,49,0.009270574
68,50,0.006621839
68,51,0.030410383
68,52,0.005297471
68,53,0.009270574
68,54,0
68,55,0.037995845
68,56,0.006621839
68,57,0.014568045
68,58,0.015892412
68,66,0.005297471
68,68,0
68,69,0.002648735
68,70,0.005297471
68,71,0
68,72,0
68,73,0.035757928
68,74,0.013243677
68,76,0
68,77,0.023838619
68,78,0.01047651
68,79,0
68,80,0.013243677
68,85,0
68,86,0.001324368
68,88,0
68,89,0.002648735
68,90,0
68,91,0.003973103
68,92,0.011919309
68,93,0
68,94,0.007946206
68,95,0.005297471
68,96,0.001324368
68,97,0
68,104,0
68,105,0
68,106,0.001324368
68,108,0
68,109,0.026487354
68,110,0.02921215
68,111,0.001324368
68,112,0
68,116,0
68,117,0
68,118,0.009270574
68,119,0
68,120,0.011919309
68,121,0
68,122,0
68,123,0.003973103
68,124,0.003973103
68,125,0
68,126,0
68,127,0
68,129,0
68,131,0
68,135,0.007946206
69,10,0
69,17,0.00318616
69,18,0
69,19,0
69,20,0
69,21,0.01433772
69,29,0
69,32,0.00699561
69,33,0.00318616
69,34,0.046875911
69,35,0.016008101
69,36,0
69,37,0
69,46,0
69,47,0
69,48,0
69,49,0.01115156
69,50,0.0079654
69,51,0.036580606
69,52,0.00637232
69,53,0.01115156
69,54,0
69,55,0.045705147
69,56,0.0079654
69,57,0.01752388
69,58,0.01911696
69,66,0.00637232
69,68,0.00159308
69,69,0
69,70,0.00637232
69,71,0
69,72,0
69,73,0.04301316
69,74,0.0159308
69,76,0
69,77,0.02867544
69,78,0.012602178
69,79,0
69,80,0.0159308
69,85,0
69,86,0.00159308
69,88,0
69,89,0.00318616
69,90,0
69,91,0.00477924
69,92,0.01433772
69,93,0
69,94,0.00955848
69,95,0.00637232
69,96,0.00159308
69,97,0
69,104,0
69,105,0
69,106,0.00159308
69,108,0
69,109,0.0318616
69,110,0.035139253
69,111,0.00159308
69,112,0
69,116,0
69,117,0
69,118,0.01115156
69,119,0
69,120,0.01433772
69,121,0
69,122,0
69,123,0.00477924
69,124,0.00477924
69,125,0
69,126,0
69,127,0
69,129,0
69,131,0
69,135,0.00955848
70,10,0
70,17,0.005604571
70,18,0
70,19,0
70,20,0
70,21,0.025220568
70,29,0
70,32,0.01230553
70,33,0.005604571
70,34,0.082456422
70,35,0.028158828
70,36,0
70,37,0
70,46,0
70,47,0
70,48,0
70,49,0.019615997
70,50,0.014011426
70,51,0.064346608
70,52,0.011209141
70,53,0.019615997
70,54,0
70,55,0.080397006
70,56,0.014011426
70,57,0.030825138
70,58,0.033627424
70,66,0.011209141
70,68,0.002802285
70,69,0.005604571
70,70,0
70,71,0
70,72,0
70,73,0.075661703
70,74,0.028022853
70,76,0
70,77,0.050441135
70,78,0.022167687
70,79,0
70,80,0.028022853
70,85,0
70,86,0.002802285
70,88,0
70,89,0.005604571
70,90,0
70,91,0.008406856
70,92,0.025220568
70,93,0
70,94,0.016813712
70,95,0.011209141
70,96,0.002802285
70,97,0
70,104,0
70,105,0
70,106,0.002802285
70,108,0
70,109,0.056045706
70,110,0.061811215
70,111,0.002802285
70,112,0
70,116,0
70,117,0
70,118,0.019615997
70,119,0
70,120,0.025220568
70,121,0
70,122,0
70,123,0.008406856
70,124,0.008406856
70,125,0
70,126,0
70,127,0
70,129,0
70,131,0
70,135,0.016813712
71,10,0
71,17,0.017466299
71,18,0
71,19,0
71,20,0
71,21,0.078598344
71,29,0
71,32,0.038349426
71,33,0.017466299
71,34,0.256970355
71,35,0.087755251
71,36,0
71,37,0
71,46,0
71,47,0
71,48,0
71,49,0.061132046
71,50,0.043665747
71,51,0.200532237
71,52,0.034932598
71,53,0.061132046
71,54,0
71,55,0.250552313
71,56,0.043665747
71,57,0.096064643
71,58,0.104797793
71,66,0.034932598
71,68,0.008733149
71,69,0.017466299
71,70,0.034932598
71,71,0
71,72,0
71,73,0.235795033
71,74,0.087331494
71,76,0
71,77,0.157196689
71,78,0.069084231
71,79,0
71,80,0.087331494
71,85,0
71,86,0.008733149
71,88,0
71,89,0.017466299
71,90,0
71,91,0.026199448
71,92,0.078598344
71,93,0
71,94,0.052398896
71,95,0.034932598
71,96,0.008733149
71,97,0
71,104,0
71,105,0
71,106,0.008733149
71,108,0
71,109,0.174662988
71,110,0.192630843
71,111,0.008733149
71,112,0
71,116,0
71,117,0
71,118,0.061132046
71,119,0
71,120,0.078598344
71,121,0
71,122,0
71,123,0.026199448
71,124,0.026199448
71,125,0
71,126,0
71,127,0
71,129,0
71,131,0
71,135,0.052398896
72,10,0
72,17,0.008368468
72,18,0
72,19,0
72,20,0
72,21,0.037658108
72,29,0
72,32,0.018374011
72,33,0.008368468
72,34,0.123119863
72,35,0.042045373
72,36,0
72,37,0
72,46,0
72,47,0
72,48,0
72,49,0.029289639
72,50,0.020921171
72,51,0.096079182
72,52,0.016736937
72,53,0.029289639
72,54,0
72,55,0.120044845
72,56,0.020921171
72,57,0.046026576
72,58,0.05021081
72,66,0.016736937
72,68,0.004184234
72,69,0.008368468
72,70,0.016736937
72,71,0
72,72,0
72,73,0.112974324
72,74,0.041842342
72,76,0
72,77,0.075316216
72,78,0.033099697
72,79,0
72,80,0.041842342
72,85,0
72,86,0.004184234
72,88,0
72,89,0.008368468
72,90,0
72,91,0.012552703
72,92,0.037658108
72,93,0
72,94,0.025105405
72,95,0.016736937
72,96,0.004184234
72,97,0
72,104,0
72,105,0
72,106,0.004184234
72,108,0
72,109,0.083684684
72,110,0.092293459
72,111,0.004184234
72,112,0
72,116,0
72,117,0
72,118,0.029289639
72,119,0
72,120,0.037658108
72,121,0
72,122,0
72,123,0.012552703
72,124,0.012552703
72,125,0
72,126,0
72,127,0
72,129,0
72,131,0
72,135,0.025105405
73,10,0
73,17,0.014356914
73,18,0
73,19,0
73,20,0
73,21,0.064606112
73,29,0
73,32,0.031522386
73,33,0.014356914
73,34,0.211223984
73,35,0.072132888
73,36,0
73,37,0
73,46,0
73,47,0
73,48,0
73,49,0.050249198
73,50,0.035892284
73,51,0.164833091
73,52,0.028713827
73,53,0.050249198
73,54,0
73,55,0.205948495
73,56,0.035892284
73,57,0.078963025
73,58,0.086141482
73,66,0.028713827
73,68,0.007178457
73,69,0.014356914
73,70,0.028713827
73,71,0
73,72,0
73,73,0
73,74,0.071784568
73,76,0
73,77,0.129212223
73,78,0.056785719
73,79,0
73,80,0.071784568
73,85,0
73,86,0.007178457
73,88,0
73,89,0.014356914
73,90,0
73,91,0.021535371
73,92,0.064606112
73,93,0
73,94,0.043070741
73,95,0.028713827
73,96,0.007178457
73,97,0
73,104,0
73,105,0
73,106,0.007178457
73,108,0
73,109,0.143569137
73,110,0.158338319
73,111,0.007178457
73,112,0
73,116,0
73,117,0
73,118,0.050249198
73,119,0
73,120,0.064606112
73,121,0
73,122,0
73,123,0.021535371
73,124,0.021535371
73,125,0
73,126,0
73,127,0
73,129,0
73,131,0
73,135,0.043070741
74,10,0
74,17,0.033665811
74,18,0
74,19,0
74,20,0
74,21,0.15149615
74,29,0
74,32,0.073917466
74,33,0.033665811
74,34,0.4953033
74,35,0.169145835
74,36,0
74,37,0
74,46,0
74,47,0
74,48,0
74,49,0.117830339
74,50,0.084164528
74,51,0.386520378
74,52,0.067331622
74,53,0.117830339
74,54,0
74,55,0.482932701
74,56,0.084164528
74,57,0.185161961
74,58,0.201994866
74,66,0.067331622
74,68,0.016832906
74,69,0.033665811
74,70,0.067331622
74,71,0
74,72,0
74,73,0.454488449
74,74,0
74,76,0
74,77,0.302992299
74,78,0.133157957
74,79,0
74,80,0.168329055
74,85,0
74,86,0.016832906
74,88,0
74,89,0.033665811
74,90,0
74,91,0.050498717
74,92,0.15149615
74,93,0
74,94,0.100997433
74,95,0.067331622
74,96,0.016832906
74,97,0
74,104,0
74,105,0
74,106,0.016832906
74,108,0
74,109,0.33665811
74,110,0.371290657
74,111,0.016832906
74,112,0
74,116,0
74,117,0
74,118,0.117830339
74,119,0
74,120,0.15149615
74,121,0
74,122,0
74,123,0.050498717
74,124,0.050498717
74,125,0
74,126,0
74,127,0
74,129,0
74,131,0
74,135,0.100997433
76,10,0
76,17,0.013320452
76,18,0
76,19,0
76,20,0
76,21,0.059942034
76,29,0
76,32,0.029246705
76,33,0.013320452
76,34,0.195975194
76,35,0.066925433
76,36,0
76,37,0
76,46,0
76,47,0
76,48,0
76,49,0.046621582
76,50,0.03330113
76,51,0.152933376
76,52,0.026640904
76,53,0.046621582
76,54,0
76,55,0.191080556
76,56,0.03330113
76,57,0.073262486
76,58,0.079922712
76,66,0.026640904
76,68,0.006660226
76,69,0.013320452
76,70,0.026640904
76,71,0
76,72,0
76,73,0.179826102
76,74,0.06660226
76,76,0
76,77,0.119884068
76,78,0.052686215
76,79,0
76,80,0.06660226
76,85,0
76,86,0.006660226
76,88,0
76,89,0.013320452
76,90,0
76,91,0.019980678
76,92,0.059942034
76,93,0
76,94,0.039961356
76,95,0.026640904
76,96,0.006660226
76,97,0
76,104,0
76,105,0
76,106,0.006660226
76,108,0
76,109,0.13320452
76,110,0.146907478
76,111,0.006660226
76,112,0
76,116,0
76,117,0
76,118,0.046621582
76,119,0
76,120,0.059942034
76,121,0
76,122,0
76,123,0.019980678
76,124,0.019980678
76,125,0
76,126,0
76,127,0
76,129,0
76,131,0
76,135,0.039961356
77,10,0
77,17,0.035853897
77,18,0
77,19,0
77,20,0
77,21,0.161342536
77,29,0
77,32,0.078721679
77,33,0.035853897
77,34,0.527495191
77,35,0.18013935
77,36,0
77,37,0
77,46,0
77,47,0
77,48,0
77,49,0.125488639
77,50,0.089634742
77,51,0.411641998
77,52,0.071707794
77,53,0.125488639
77,54,0
77,55,0.514320573
77,56,0.089634742
77,57,0.197196432
77,58,0.215123381
77,66,0.071707794
77,68,0.017926948
77,69,0.035853897
77,70,0.071707794
77,71,0
77,72,0
77,73,0.484027607
77,74,0.179269484
77,76,0
77,77,0
77,78,0.141812465
77,79,0
77,80,0.179269484
77,85,0
77,86,0.017926948
77,88,0
77,89,0.035853897
77,90,0
77,91,0.053780845
77,92,0.161342536
77,93,0
77,94,0.10756169
77,95,0.071707794
77,96,0.017926948
77,97,0
77,104,0
77,105,0
77,106,0.017926948
77,108,0
77,109,0.358538968
77,110,0.395422433
77,111,0.017926948
77,112,0
77,116,0
77,117,0
77,118,0.125488639
77,119,0
77,120,0.161342536
77,121,0
77,122,0
77,123,0.053780845
77,124,0.053780845
77,125,0
77,126,0
77,127,0
77,129,0
77,131,0
77,135,0.10756169
78,10,0
78,17,0.083415972
78,18,0
78,19,0
78,20,0
78,21,0.375371873
78,29,0
78,32,0.183150117
78,33,0.083415972
78,34,1.227245235
78,35,0.419103649
78,36,0
78,37,0
78,46,0
78,47,0
78,48,0
78,49,0.291955901
78,50,0.20853993
78,51,0.957706705
78,52,0.166831944
78,53,0.291955901
78,54,0
78,55,1.196593796
78,56,0.20853993
78,57,0.458787845
78,58,0.500495831
78,66,0.166831944
78,68,0.041707986
78,69,0.083415972
78,70,0.166831944
78,71,0
78,72,0
78,73,1.12611562
78,74,0.417079859
78,76,0
78,77,0.750743747
78,78,0
78,79,0
78,80,0.417079859
78,85,0
78,86,0.041707986
78,88,0
78,89,0.083415972
78,90,0
78,91,0.125123958
78,92,0.375371873
78,93,0
78,94,0.250247916
78,95,0.166831944
78,96,0.041707986
78,97,0
78,104,0
78,105,0
78,106,0.041707986
78,108,0
78,109,0.834159718
78,110,0.919971035
78,111,0.041707986
78,112,0
78,116,0
78,117,0
78,118,0.291955901
78,119,0
78,120,0.375371873
78,121,0
78,122,0
78,123,0.125123958
78,124,0.125123958
78,125,0
78,126,0
78,127,0
78,129,0
78,131,0
78,135,0.250247916
79,10,0
79,17,0.046947876
79,18,0
79,19,0
79,20,0
79,21,0.21126544
79,29,0
79,32,0.103079887
79,33,0.046947876
79,34,0.690713724
79,35,0.2358784
79,36,0
79,37,0
79,46,0
79,47,0
79,48,0
79,49,0.164317564
79,50,0.117369689
79,51,0.539013024
79,52,0.093895751
79,53,0.164317564
79,54,0
79,55,0.673462592
79,56,0.117369689
79,57,0.258213316
79,58,0.281687253
79,66,0.093895751
79,68,0.023473938
79,69,0.046947876
79,70,0.093895751
79,71,0
79,72,0
79,73,0.63379632
79,74,0.234739378
79,76,0
79,77,0.42253088
79,78,0.185692339
79,79,0
79,80,0.234739378
79,85,0
79,86,0.023473938
79,88,0
79,89,0.046947876
79,90,0
79,91,0.070421813
79,92,0.21126544
79,93,0
79,94,0.140843627
79,95,0.093895751
79,96,0.023473938
79,97,0
79,104,0
79,105,0
79,106,0.023473938
79,108,0
79,109,0.469478755
79,110,0.51777477
79,111,0.023473938
79,112,0
79,116,0
79,117,0
79,118,0.164317564
79,119,0
79,120,0.21126544
79,121,0
79,122,0
79,123,0.070421813
79,124,0.070421813
79,125,0
79,126,0
79,127,0
79,129,0
79,131,0
79,135,0.140843627
80,10,0
80,17,0.016852099
80,18,0
80,19,0
80,20,0
80,21,0.075834447
80,29,0
80,32,0.037000875
80,33,0.016852099
80,34,0.247934035
80,35,0.084669352
80,36,0
80,37,0
80,46,0
80,47,0
80,48,0
80,49,0.058982347
80,50,0.042130248
80,51,0.193480554
80,52,0.033704198
80,53,0.058982347
80,54,0
80,55,0.241741683
80,56,0.042130248
80,57,0.092686546
80,58,0.101112595
80,66,0.033704198
80,68,0.00842605
80,69,0.016852099
80,70,0.033704198
80,71,0
80,72,0
80,73,0.22750334
80,74,0.084260496
80,76,0
80,77,0.151668893
80,78,0.066654895
80,79,0
80,80,0
80,85,0
80,86,0.00842605
80,88,0
80,89,0.016852099
80,90,0
80,91,0.025278149
80,92,0.075834447
80,93,0
80,94,0.050556298
80,95,0.033704198
80,96,0.00842605
80,97,0
80,104,0
80,105,0
80,106,0.00842605
80,108,0
80,109,0.168520992
80,110,0.185857011
80,111,0.00842605
80,112,0
80,116,0
80,117,0
80,118,0.058982347
80,119,0
80,120,0.075834447
80,121,0
80,122,0
80,123,0.025278149
80,124,0.025278149
80,125,0
80,126,0
80,127,0
80,129,0
80,131,0
80,135,0.050556298
85,10,0
85,17,0.009059443
85,18,0
85,19,0
85,20,0
85,21,0.040767493
85,29,0
85,32,0.019891131
85,33,0.009059443
85,34,0.133285723
85,35,0.045517009
85,36,0
85,37,0
85,46,0
85,47,0
85,48,0
85,49,0.03170805
85,50,0.022648607
85,51,0.104012325
85,52,0.018118886
85,53,0.03170805
85,54,0
85,55,0.129956804
85,56,0.022648607
85,57,0.049826936
85,58,0.054356657
85,66,0.018118886
85,68,0.004529721
85,69,0.009059443
85,70,0.018118886
85,71,0
85,72,0
85,73,0.122302479
85,74,0.045297214
85,76,0
85,77,0.081534986
85,78,0.0358327
85,79,0
85,80,0.045297214
85,85,0
85,86,0.004529721
85,88,0
85,89,0.009059443
85,90,0
85,91,0.013589164
85,92,0.040767493
85,93,0
85,94,0.027178329
85,95,0.018118886
85,96,0.004529721
85,97,0
85,104,0
85,105,0
85,106,0.004529721
85,108,0
85,109,0.090594429
85,110,0.099914019
85,111,0.004529721
85,112,0
85,116,0
85,117,0
85,118,0.03170805
85,119,0
85,120,0.040767493
85,121,0
85,122,0
85,123,0.013589164
85,124,0.013589164
85,125,0
85,126,0
85,127,0
85,129,0
85,131,0
85,135,0.027178329
86,10,0
86,17,0.02806124
86,18,0
86,19,0
86,20,0
86,21,0.126275582
86,29,0
86,32,0.061611935
86,33,0.02806124
86,34,0.412846878
86,35,0.140987008
86,36,0
86,37,0
86,46,0
86,47,0
86,48,0
86,49,0.098214341
86,50,0.070153101
86,51,0.32217377
86,52,0.056122481
86,53,0.098214341
86,54,0
86,55,0.402535695
86,56,0.070153101
86,57,0.154336822
86,58,0.168367442
86,66,0.056122481
86,68,0.01403062
86,69,0.02806124
86,70,0.056122481
86,71,0
86,72,0
86,73,0.378826746
86,74,0.140306202
86,76,0
86,77,0.252551164
86,78,0.11099027
86,79,0
86,80,0.140306202
86,85,0
86,86,0
86,88,0
86,89,0.02806124
86,90,0
86,91,0.042091861
86,92,0.126275582
86,93,0
86,94,0.084183721
86,95,0.056122481
86,96,0.01403062
86,97,0
86,104,0
86,105,0
86,106,0.01403062
86,108,0
86,109,0.280612404
86,110,0.309479442
86,111,0.01403062
86,112,0
86,116,0
86,117,0
86,118,0.098214341
86,119,0
86,120,0.126275582
86,121,0
86,122,0
86,123,0.042091861
86,124,0.042091861
86,125,0
86,126,0
86,127,0
86,129,0
86,131,0
86,135,0.084183721
88,10,0
88,17,0.013665939
88,18,0
88,19,0
88,20,0
88,21,0.061496727
88,29,0
88,32,0.030005265
88,33,0.013665939
88,34,0.201058124
88,35,0.068661251
88,36,0
88,37,0
88,46,0
88,47,0
88,48,0
88,49,0.047830787
88,50,0.034164848
88,51,0.156899948
88,52,0.027331878
88,53,0.047830787
88,54,0
88,55,0.196036535
88,56,0.034164848
88,57,0.075162666
88,58,0.081995635
88,66,0.027331878
88,68,0.00683297
88,69,0.013665939
88,70,0.027331878
88,71,0
88,72,0
88,73,0.18449018
88,74,0.068329696
88,76,0
88,77,0.122993453
88,78,0.054052717
88,79,0
88,80,0.068329696
88,85,0
88,86,0.00683297
88,88,0
88,89,0.013665939
88,90,0
88,91,0.020498909
88,92,0.061496727
88,93,0
88,94,0.040997818
88,95,0.027331878
88,96,0.00683297
88,97,0
88,104,0
88,105,0
88,106,0.00683297
88,108,0
88,109,0.136659392
88,110,0.150717758
88,111,0.00683297
88,112,0
88,116,0
88,117,0
88,118,0.047830787
88,119,0
88,120,0.061496727
88,121,0
88,122,0
88,123,0.020498909
88,124,0.020498909
88,125,0
88,126,0
88,127,0
88,129,0
88,131,0
88,135,0.040997818
89,10,0
89,17,0.050018873
89,18,0
89,19,0
89,20,0
89,21,0.225084929
89,29,0
89,32,0.109822643
89,33,0.050018873
89,34,0.735895325
89,35,0.251307894
89,36,0
89,37,0
89,46,0
89,47,0
89,48,0
89,49,0.175066056
89,50,0.125047183
89,51,0.574271439
89,52,0.100037746
89,53,0.175066056
89,54,0
89,55,0.717515746
89,56,0.125047183
89,57,0.275103802
89,58,0.300113239
89,66,0.100037746
89,68,0.025009437
89,69,0.050018873
89,70,0.100037746
89,71,0
89,72,0
89,73,0.675254787
89,74,0.250094366
89,76,0
89,77,0.450169858
89,78,0.197839017
89,79,0
89,80,0.250094366
89,85,0
89,86,0.025009437
89,88,0
89,89,0
89,90,0
89,91,0.07502831
89,92,0.225084929
89,93,0
89,94,0.150056619
89,95,0.100037746
89,96,0.025009437
89,97,0
89,104,0
89,105,0
89,106,0.025009437
89,108,0
89,109,0.500188731
89,110,0.551643929
89,111,0.025009437
89,112,0
89,116,0
89,117,0
89,118,0.175066056
89,119,0
89,120,0.225084929
89,121,0
89,122,0
89,123,0.07502831
89,124,0.07502831
89,125,0
89,126,0
89,127,0
89,129,0
89,131,0
89,135,0.150056619
90,10,0
90,17,0.007754269
90,18,0
90,19,0
90,20,0
90,21,0.03489421
90,29,0
90,32,0.01702546
90,33,0.007754269
90,34,0.114083542
90,35,0.038959474
90,36,0
90,37,0
90,46,0
90,47,0
90,48,0
90,49,0.027139941
90,50,0.019385672
90,51,0.089027499
90,52,0.015508538
90,53,0.027139941
90,54,0
90,55,0.111234214
90,56,0.019385672
90,57,0.042648479
90,58,0.046525613
90,66,0.015508538
90,68,0.003877134
90,69,0.007754269
90,70,0.015508538
90,71,0
90,72,0
90,73,0.10468263
90,74,0.038771344
90,76,0
90,77,0.06978842
90,78,0.030670362
90,79,0
90,80,0.038771344
90,85,0
90,86,0.003877134
90,88,0
90,89,0.007754269
90,90,0
90,91,0.011631403
90,92,0.03489421
90,93,0
90,94,0.023262807
90,95,0.015508538
90,96,0.003877134
90,97,0
90,104,0
90,105,0
90,106,0.003877134
90,108,0
90,109,0.077542689
90,110,0.085519627
90,111,0.003877134
90,112,0
90,116,0
90,117,0
90,118,0.027139941
90,119,0
90,120,0.03489421
90,121,0
90,122,0
90,123,0.011631403
90,124,0.011631403
90,125,0
90,126,0
90,127,0
90,129,0
90,131,0
90,135,0.023262807
91,10,0
91,17,0.081918861
91,18,0
91,19,0
91,20,0
91,21,0.368634872
91,29,0
91,32,0.179863024
91,33,0.081918861
91,34,1.205219205
91,35,0.41158177
91,36,0
91,37,0
91,46,0
91,47,0
91,48,0
91,49,0.286716012
91,50,0.204797151
91,51,0.940518228
91,52,0.163837721
91,53,0.286716012
91,54,0
91,55,1.175117883
91,56,0.204797151
91,57,0.450553733
91,58,0.491513163
91,66,0.163837721
91,68,0.04095943
91,69,0.081918861
91,70,0.163837721
91,71,0
91,72,0
91,73,1.105904617
91,74,0.409594303
91,76,0
91,77,0.737269745
91,78,0.324012634
91,79,0
91,80,0.409594303
91,85,0
91,86,0.04095943
91,88,0
91,89,0.081918861
91,90,0
91,91,0
91,92,0.368634872
91,93,0
91,94,0.245756582
91,95,0.163837721
91,96,0.04095943
91,97,0
91,104,0
91,105,0
91,106,0.04095943
91,108,0
91,109,0.819188605
91,110,0.90345982
91,111,0.04095943
91,112,0
91,116,0
91,117,0
91,118,0.286716012
91,119,0
91,120,0.368634872
91,121,0
91,122,0
91,123,0.122878291
91,124,0.122878291
91,125,0
91,126,0
91,127,0
91,129,0
91,131,0
91,135,0.245756582
92,10,0
92,17,0.050134036
92,18,0
92,19,0
92,20,0
92,21,0.22560316
92,29,0
92,32,0.110075496
92,33,0.050134036
92,34,0.737589635
92,35,0.2518865
92,36,0
92,37,0
92,46,0
92,47,0
92,48,0
92,49,0.175469124
92,50,0.125335089
92,51,0.57559363
92,52,0.100268071
92,53,0.175469124
92,54,0
92,55,0.719167739
92,56,0.125335089
92,57,0.275737195
92,58,0.300804213
92,66,0.100268071
92,68,0.025067018
92,69,0.050134036
92,70,0.100268071
92,71,0
92,72,0
92,73,0.67680948
92,74,0.250670178
92,76,0
92,77,0.45120632
92,78,0.198294517
92,79,0
92,80,0.250670178
92,85,0
92,86,0.025067018
92,88,0
92,89,0.050134036
92,90,0
92,91,0.075201053
92,92,0
92,93,0
92,94,0.150402107
92,95,0.100268071
92,96,0.025067018
92,97,0
92,104,0
92,105,0
92,106,0.025067018
92,108,0
92,109,0.501340355
92,110,0.552914023
92,111,0.025067018
92,112,0
92,116,0
92,117,0
92,118,0.175469124
92,119,0
92,120,0.22560316
92,121,0
92,122,0
92,123,0.075201053
92,124,0.075201053
92,125,0
92,126,0
92,127,0
92,129,0
92,131,0
92,135,0.150402107
93,10,0
93,17,0.006641032
93,18,0
93,19,0
93,20,0
93,21,0.029884645
93,29,0
93,32,0.01458121
93,33,0.006641032
93,34,0.097705212
93,35,0.033366282
93,36,0
93,37,0
93,46,0
93,47,0
93,48,0
93,49,0.023243613
93,50,0.016602581
93,51,0.076246323
93,52,0.013282065
93,53,0.023243613
93,54,0
93,55,0.095264946
93,56,0.016602581
93,57,0.036525678
93,58,0.039846194
93,66,0.013282065
93,68,0.003320516
93,69,0.006641032
93,70,0.013282065
93,71,0
93,72,0
93,73,0.089653936
