totalLength,routeID,hubs,nodes,routeLength,objVal,calcTime,feeder_hub,feeder_hub_count,select_feeder_hub,total_feeder_distance,depot_capacities,max_capacities,avg_capacities
19962,<built-in function id>,"[('10', '86')]","['10', '21', '32', '33', '34', '35', '36', '51', '52', '54', '55', '56', '57', '58', '72', '73', '74', '77', '78', '86', '89', '91', '92', '109', '110', '112', '116']",19962,160.7864721900002,1.0687103271484375,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 56, 57, 72, 73, 74, 77, 78, 86, 92, 109]",19,"[(18, 21), (123, 21), (80, 32), (88, 32), (118, 32), (66, 33), (120, 34), (126, 34), (127, 34), (20, 35), (29, 35), (49, 35), (131, 35), (68, 36), (97, 36), (119, 36), (121, 36), (124, 36), (53, 51), (96, 51), (70, 52), (95, 54), (17, 56), (50, 56), (19, 57), (85, 57), (46, 72), (71, 72), (47, 73), (48, 73), (93, 73), (117, 73), (122, 73), (111, 74), (125, 74), (129, 74), (94, 77), (135, 77), (37, 78), (76, 78), (90, 78), (105, 86), (104, 92), (108, 92), (69, 109), (79, 109), (106, 109)]",138164,"{21: 12.263841016999997, 32: 29.108987950999996, 33: 6.59392216, 34: 23.526609041000004, 35: 20.707394622, 36: 27.063888670000004, 51: 16.49547074, 52: 5.4865815829999995, 54: 13.526002190999998, 56: 11.110617967999996, 57: 3.604899358, 72: 4.869891317000001, 73: 16.018861869000002, 74: 8.446829552, 77: 16.312284635000005, 78: 12.551604115000002, 86: 1.2977637750000004, 92: 11.679873917999997, 109: 20.751206565000004}",29.108987950999996,13.758764791947367
19962,<built-in function id>,"[('10', '86')]","['10', '21', '32', '33', '34', '35', '36', '51', '52', '54', '55', '56', '57', '58', '72', '73', '74', '77', '78', '86', '89', '91', '92', '109', '110', '112', '116']",19962,160.7864721900002,2.3126678466796875,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 56, 57, 72, 73, 74, 77, 78, 86, 92, 109]",19,"[(18, 21), (123, 21), (80, 32), (88, 32), (118, 32), (66, 33), (120, 34), (126, 34), (127, 34), (20, 35), (29, 35), (49, 35), (131, 35), (68, 36), (97, 36), (119, 36), (121, 36), (124, 36), (53, 51), (96, 51), (70, 52), (95, 54), (17, 56), (50, 56), (19, 57), (85, 57), (46, 72), (71, 72), (47, 73), (48, 73), (93, 73), (117, 73), (122, 73), (111, 74), (125, 74), (129, 74), (94, 77), (135, 77), (37, 78), (76, 78), (90, 78), (105, 86), (104, 92), (108, 92), (69, 109), (79, 109), (106, 109)]",138164,"{21: 12.263841016999997, 32: 29.108987950999996, 33: 6.59392216, 34: 23.526609041000004, 35: 20.707394622, 36: 27.063888670000004, 51: 16.49547074, 52: 5.4865815829999995, 54: 13.526002190999998, 56: 11.110617967999996, 57: 3.604899358, 72: 4.869891317000001, 73: 16.018861869000002, 74: 8.446829552, 77: 16.312284635000005, 78: 12.551604115000002, 86: 1.2977637750000004, 92: 11.679873917999997, 109: 20.751206565000004}",29.108987950999996,13.758764791947367
21883,<built-in function id>,"[('86', '96'), ('121', '17')]","['96', '109', '110', '112', '86', '89', '91', '92', '93', '94', '17', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '121', '125']",21883,170.45063044900036,2.0633411407470703,"[96, 109, 110, 112, 86, 91, 92, 93, 94, 17, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 57, 58, 73, 74, 77, 79, 80, 121, 125]",29,"[(47, 96), (88, 109), (104, 109), (111, 110), (108, 112), (32, 86), (49, 86), (85, 91), (29, 92), (95, 93), (71, 94), (20, 17), (21, 17), (76, 17), (126, 34), (129, 35), (33, 36), (66, 37), (72, 51), (106, 52), (10, 53), (69, 53), (118, 53), (122, 53), (19, 54), (90, 55), (131, 55), (119, 56), (127, 56), (117, 57), (120, 57), (124, 58), (105, 73), (46, 74), (48, 74), (68, 74), (97, 74), (135, 77), (50, 79), (70, 80), (18, 121), (123, 121), (116, 125)]",123768,"{96: 2.0580698179999994, 109: 3.8015302280000016, 110: 4.356907379999999, 112: 10.211696724999996, 86: 19.716614952, 91: 1.5468295400000003, 92: 1.540275179, 93: 13.526002190999998, 94: 2.982234923000001, 17: 21.172270334, 34: 1.7893409570000003, 35: 1.206002691, 36: 8.941469033, 37: 6.59392216, 51: 1.428851016, 52: 9.921550031, 53: 26.033165154000002, 54: 2.0580698179999994, 55: 8.179844353, 56: 11.181742372999999, 57: 21.796257343000004, 58: 15.861020918000003, 73: 1.2977637750000004, 74: 6.424737511, 77: 7.8019962120000015, 79: 6.962563703999997, 80: 5.4865815829999995, 121: 12.263841016999997, 125: 9.569369200000004}",26.033165154000002,8.472776555827586
22164,<built-in function id>,"[('86', '96'), ('121', '10')]","['96', '109', '110', '112', '86', '89', '91', '92', '93', '94', '10', '21', '34', '35', '36', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '116', '117', '121', '125']",22164,177.34787730600024,2.4737377166748047,"[96, 109, 86, 91, 94, 21, 34, 35, 36, 51, 52, 53, 55, 56, 57, 73, 74, 77, 78, 79, 125]",21,"[(33, 96), (97, 96), (111, 96), (47, 109), (108, 109), (50, 86), (104, 86), (95, 91), (106, 91), (69, 94), (19, 21), (68, 34), (119, 34), (37, 35), (72, 35), (32, 36), (66, 36), (124, 36), (90, 51), (126, 51), (46, 52), (48, 52), (49, 52), (20, 53), (70, 55), (18, 56), (129, 57), (17, 73), (88, 73), (120, 73), (131, 73), (76, 74), (85, 74), (123, 74), (71, 77), (127, 78), (135, 78), (29, 79), (80, 79), (105, 79), (118, 125), (122, 125)]",117750,"{96: 14.707564341, 109: 12.269766542999996, 86: 8.430740896999998, 91: 23.447552222, 94: 2.8136712370000008, 21: 2.0580698179999994, 34: 7.65695766, 35: 10.382110143, 36: 32.816319195, 51: 3.113322172, 52: 12.783170408, 53: 2.956017469999999, 55: 5.4865815829999995, 56: 1.23222014, 57: 1.206002691, 73: 29.962135798000006, 74: 14.85281419, 77: 2.982234923000001, 78: 12.914398935000001, 79: 16.927040438999995, 125: 18.801853615000002}",32.816319195,11.323835448571428
23649,<built-in function id>,"[('86', '17'), ('121', '10')]","['17', '32', '33', '34', '35', '36', '51', '52', '54', '55', '56', '57', '58', '72', '73', '74', '77', '78', '79', '80', '86', '89', '91', '92', '109', '110', '112', '121', '120', '117', '116', '10']",23649,184.88437313300014,2.050037384033203,"[17, 32, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 80, 89, 92, 109, 110, 121, 117, 116, 10]",23,"[(46, 17), (97, 17), (19, 32), (49, 32), (106, 51), (118, 52), (124, 52), (127, 52), (20, 54), (66, 54), (70, 55), (125, 55), (93, 56), (69, 57), (119, 58), (135, 58), (47, 72), (85, 72), (18, 73), (37, 73), (68, 73), (95, 74), (126, 74), (50, 77), (53, 77), (21, 78), (96, 78), (71, 80), (122, 80), (108, 89), (111, 89), (94, 92), (104, 92), (105, 92), (131, 92), (88, 109), (76, 110), (29, 121), (90, 121), (129, 117), (48, 116), (123, 10)]",132014,"{17: 3.2968443219999997, 32: 11.413308653, 51: 9.921550031, 52: 33.660057072, 54: 9.549939629999999, 55: 8.370501064, 56: 1.1339047060000003, 57: 2.8136712370000008, 58: 13.871335862000002, 72: 3.604899358, 73: 11.773097277000002, 74: 15.315343147999998, 77: 18.957775610999995, 78: 20.442147924, 80: 9.097455107000002, 89: 14.568604104999995, 92: 18.132092529000005, 109: 2.333353035000001, 110: 2.2743637730000006, 121: 2.864256394, 117: 1.206002691, 116: 1.540275179, 10: 11.031620876999998}",33.660057072,9.877060851521739
24619,<built-in function id>,"[('10', '121'), ('86', '96')]","['10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125', '96', '109', '110', '112', '86', '89', '91', '92', '93', '94']",24619,208.3431144630003,0.7648258209228516,"[10, 21, 32, 34, 35, 36, 37, 51, 52, 54, 58, 73, 74, 77, 78, 80, 116, 117, 121, 125, 109, 110, 112, 86, 89, 92, 93]",27,"[(118, 10), (120, 21), (71, 32), (76, 32), (70, 34), (135, 34), (19, 35), (66, 36), (49, 37), (68, 51), (88, 52), (90, 52), (111, 54), (46, 58), (126, 58), (108, 73), (122, 74), (127, 74), (119, 77), (129, 78), (47, 80), (131, 80), (20, 116), (17, 117), (18, 117), (123, 121), (29, 125), (72, 125), (124, 125), (50, 109), (69, 109), (106, 110), (105, 112), (48, 86), (85, 89), (95, 92), (104, 92), (97, 93)]",112393,"{10: 12.686633431, 21: 16.624865361000005, 32: 5.256598696000001, 34: 13.288577795000002, 35: 2.0580698179999994, 36: 6.59392216, 37: 9.355238835, 51: 1.5876180100000001, 52: 3.657334250000001, 54: 4.356907379999999, 58: 3.6769973510000007, 73: 10.211696724999996, 74: 11.227622907, 77: 6.06933965, 78: 1.206002691, 80: 8.913932956, 116: 2.956017469999999, 117: 5.380274404, 121: 11.031620876999998, 125: 18.830147113000002, 109: 9.776234940999998, 110: 9.921550031, 112: 1.2977637750000004, 86: 1.540275179, 89: 1.5468295400000003, 92: 14.994179383999999, 93: 1.4091879279999995}",18.830147113000002,7.2390903206666675
24619,<built-in function id>,"[('10', '121'), ('86', '96')]","['10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125', '96', '109', '110', '112', '86', '89', '91', '92', '93', '94']",24619,208.3431144630003,1.1323871612548828,"[10, 21, 32, 34, 35, 36, 37, 51, 52, 54, 58, 73, 74, 77, 78, 80, 116, 117, 121, 125, 109, 110, 112, 86, 89, 92, 93]",27,"[(118, 10), (120, 21), (71, 32), (76, 32), (70, 34), (135, 34), (19, 35), (66, 36), (49, 37), (68, 51), (88, 52), (90, 52), (111, 54), (46, 58), (126, 58), (108, 73), (122, 74), (127, 74), (119, 77), (129, 78), (47, 80), (131, 80), (20, 116), (17, 117), (18, 117), (123, 121), (29, 125), (72, 125), (124, 125), (50, 109), (69, 109), (106, 110), (105, 112), (48, 86), (85, 89), (95, 92), (104, 92), (97, 93)]",112393,"{10: 12.686633431, 21: 16.624865361000005, 32: 5.256598696000001, 34: 13.288577795000002, 35: 2.0580698179999994, 36: 6.59392216, 37: 9.355238835, 51: 1.5876180100000001, 52: 3.657334250000001, 54: 4.356907379999999, 58: 3.6769973510000007, 73: 10.211696724999996, 74: 11.227622907, 77: 6.06933965, 78: 1.206002691, 80: 8.913932956, 116: 2.956017469999999, 117: 5.380274404, 121: 11.031620876999998, 125: 18.830147113000002, 109: 9.776234940999998, 110: 9.921550031, 112: 1.2977637750000004, 86: 1.540275179, 89: 1.5468295400000003, 92: 14.994179383999999, 93: 1.4091879279999995}",18.830147113000002,7.2390903206666675
26936,<built-in function id>,"[('96', '10'), ('86', '104')]","['10', '21', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '94', '96', '116', '104', '105', '106', '108', '109', '110', '111', '112', '86', '88', '89', '91', '92']",26936,215.2212737310005,1.1144943237304688,"[10, 21, 33, 34, 35, 36, 51, 52, 53, 54, 55, 56, 57, 58, 74, 79, 80, 94, 96, 116, 106, 108, 110, 88]",24,"[(17, 10), (124, 10), (19, 21), (20, 21), (18, 33), (49, 33), (72, 34), (90, 34), (119, 34), (47, 35), (120, 35), (118, 36), (97, 51), (123, 51), (93, 52), (68, 53), (122, 53), (125, 53), (71, 54), (126, 54), (121, 55), (69, 56), (46, 57), (29, 58), (135, 58), (32, 74), (50, 79), (117, 80), (95, 94), (131, 94), (66, 96), (127, 116), (129, 116), (85, 106), (70, 108), (48, 110), (76, 88)]",113697,"{10: 20.009075182000004, 21: 5.014087287999999, 33: 10.587458975, 34: 8.822171881, 35: 18.682935179000005, 36: 12.686633431, 51: 12.440808804999998, 52: 1.1339047060000003, 53: 10.586757675000001, 54: 4.771575880000001, 55: 2.1367221640000005, 56: 2.8136712370000008, 57: 1.8876563940000002, 58: 9.342271391, 74: 10.361376116999999, 79: 6.962563703999997, 80: 5.171391981999999, 94: 20.381865329, 96: 6.59392216, 116: 6.318405413999999, 106: 1.5468295400000003, 108: 5.4865815829999995, 110: 1.540275179, 88: 2.2743637730000006}",20.381865329,7.814721040375001
27419,<built-in function id>,"[('104', '86'), ('10', '121')]","['68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",27419,223.4401741290005,0.9645824432373047,"[71, 106, 110, 112, 89, 91, 21, 33, 34, 37, 52, 53, 56, 58, 73, 77, 79, 80, 121]",19,"[(48, 71), (97, 71), (50, 106), (93, 106), (95, 110), (96, 110), (90, 112), (46, 89), (72, 91), (124, 21), (88, 33), (94, 33), (17, 34), (118, 37), (129, 37), (18, 52), (29, 52), (66, 52), (76, 52), (85, 53), (19, 56), (20, 56), (49, 56), (69, 58), (70, 58), (119, 73), (120, 73), (47, 77), (123, 77), (131, 77), (126, 79), (127, 79), (135, 80), (122, 121)]",98177,"{71: 2.9494631069999997, 106: 8.096468409999998, 110: 18.026261023999997, 112: 1.3239812149999997, 89: 1.8876563940000002, 91: 1.428851016, 21: 15.861020918000003, 33: 10.843641458000004, 34: 4.148054264, 37: 13.892636122, 52: 11.640781252, 53: 1.5468295400000003, 56: 14.369326122999999, 58: 8.30025282, 73: 22.694205011000005, 77: 19.945553832999998, 79: 6.901743679999999, 80: 7.8019962120000015, 121: 6.115220184000001}",22.694205011000005,9.356523293842107
27419,<built-in function id>,"[('104', '86'), ('10', '121')]","['68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",27419,223.4401741290005,1.4096832275390625,"[71, 106, 110, 112, 89, 91, 21, 33, 34, 37, 52, 53, 56, 58, 73, 77, 79, 80, 121]",19,"[(48, 71), (97, 71), (50, 106), (93, 106), (95, 110), (96, 110), (90, 112), (46, 89), (72, 91), (124, 21), (88, 33), (94, 33), (17, 34), (118, 37), (129, 37), (18, 52), (29, 52), (66, 52), (76, 52), (85, 53), (19, 56), (20, 56), (49, 56), (69, 58), (70, 58), (119, 73), (120, 73), (47, 77), (123, 77), (131, 77), (126, 79), (127, 79), (135, 80), (122, 121)]",98177,"{71: 2.9494631069999997, 106: 8.096468409999998, 110: 18.026261023999997, 112: 1.3239812149999997, 89: 1.8876563940000002, 91: 1.428851016, 21: 15.861020918000003, 33: 10.843641458000004, 34: 4.148054264, 37: 13.892636122, 52: 11.640781252, 53: 1.5468295400000003, 56: 14.369326122999999, 58: 8.30025282, 73: 22.694205011000005, 77: 19.945553832999998, 79: 6.901743679999999, 80: 7.8019962120000015, 121: 6.115220184000001}",22.694205011000005,9.356523293842107
29745,<built-in function id>,"[('96', '135'), ('86', '104'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '104', '105', '106', '109', '110', '112', '86', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",29745,229.14684045800027,1.645467758178711,"[131, 104, 105, 109, 112, 86, 89, 91, 92, 10, 21, 32, 35, 37, 51, 54, 56, 57, 73, 77, 78]",21,"[(48, 131), (97, 131), (119, 131), (90, 104), (93, 105), (85, 109), (95, 112), (70, 86), (88, 89), (108, 89), (66, 91), (46, 92), (111, 92), (122, 10), (76, 21), (17, 32), (126, 35), (18, 37), (29, 37), (71, 37), (50, 51), (72, 51), (19, 54), (20, 54), (49, 54), (68, 56), (69, 56), (118, 57), (47, 73), (120, 73), (127, 73), (123, 77), (124, 77), (129, 78)]",103940,"{131: 9.018802757, 104: 1.3239812149999997, 105: 1.1339047060000003, 109: 1.5468295400000003, 112: 13.526002190999998, 86: 5.4865815829999995, 89: 12.545049759999998, 91: 6.59392216, 92: 6.2445637739999995, 10: 6.115220184000001, 21: 2.2743637730000006, 32: 4.148054264, 35: 1.7893409570000003, 37: 5.754730242000001, 51: 8.391414719999997, 54: 14.369326122999999, 56: 4.401289247000001, 57: 12.686633431, 73: 23.795337902000004, 77: 26.892641795000003, 78: 1.206002691}",26.892641795000003,8.059237762619048
30950,<built-in function id>,"[('96', '10'), ('104', '86'), ('10', '121')]","['10', '21', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '94', '96', '116', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '116', '117', '120', '121']",30950,235.79953803800052,1.3108234405517578,"[21, 33, 36, 37, 51, 52, 53, 54, 55, 56, 57, 73, 77, 80, 94, 96, 68, 71, 108, 109, 110, 112, 117, 120]",24,"[(32, 21), (122, 21), (126, 33), (93, 36), (46, 37), (49, 37), (125, 37), (29, 51), (19, 52), (70, 52), (135, 52), (88, 53), (90, 53), (127, 53), (118, 54), (17, 55), (20, 56), (129, 56), (18, 57), (95, 73), (131, 73), (123, 77), (124, 80), (85, 94), (50, 96), (97, 68), (47, 71), (69, 108), (72, 109), (48, 110), (66, 112), (119, 117), (76, 120)]",106762,"{21: 16.476596301, 33: 1.7893409570000003, 36: 1.1339047060000003, 37: 14.126814710000001, 51: 1.540275179, 52: 15.346647613000002, 53: 8.769736973, 54: 12.686633431, 55: 4.148054264, 56: 4.162020160999999, 57: 1.23222014, 73: 20.381865329, 77: 11.031620876999998, 80: 15.861020918000003, 94: 1.5468295400000003, 96: 6.962563703999997, 68: 1.4091879279999995, 71: 2.0580698179999994, 108: 2.8136712370000008, 109: 1.428851016, 110: 1.540275179, 112: 6.59392216, 117: 6.06933965, 120: 2.2743637730000006}",20.381865329,6.724326065166667
31081,<built-in function id>,"[('104', '86'), ('10', '121'), ('121', '10')]","['68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '116', '117', '120', '121', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",31081,236.34327832600042,1.5079631805419922,"[71, 105, 109, 110, 111, 112, 120, 21, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 57, 58, 77, 79]",22,"[(46, 71), (70, 71), (88, 105), (47, 109), (50, 109), (29, 110), (72, 111), (90, 112), (93, 112), (122, 120), (20, 21), (66, 34), (118, 34), (127, 34), (96, 35), (124, 35), (131, 35), (97, 36), (48, 37), (17, 51), (49, 51), (123, 52), (129, 52), (85, 53), (19, 54), (95, 54), (76, 55), (18, 56), (126, 57), (69, 58), (119, 77), (94, 79), (135, 79)]",97389,"{71: 7.374237977, 105: 2.333353035000001, 109: 9.020633521999997, 110: 1.540275179, 111: 1.428851016, 112: 2.457885921, 120: 6.115220184000001, 21: 2.956017469999999, 34: 24.392958314, 35: 27.217142889, 36: 1.4091879279999995, 37: 1.540275179, 51: 13.503293099, 52: 12.237623567999998, 53: 1.5468295400000003, 54: 15.584072008999998, 55: 2.2743637730000006, 56: 1.23222014, 57: 1.7893409570000003, 58: 2.8136712370000008, 77: 6.06933965, 79: 16.312284635000005}",27.217142889,7.324958055545455
32880,<built-in function id>,"[('135', '10'), ('104', '86'), ('121', '10')]","['135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",32880,249.0437513040005,0.7888011932373047,"[120, 68, 71, 104, 105, 110, 35, 36, 37, 53, 54, 55, 56, 57, 58, 73, 77, 78, 79, 121, 125]",21,"[(127, 120), (129, 120), (94, 68), (97, 68), (88, 71), (70, 104), (46, 105), (85, 105), (50, 110), (49, 35), (124, 35), (47, 36), (66, 36), (76, 36), (123, 37), (20, 53), (19, 54), (72, 55), (131, 55), (18, 56), (90, 57), (69, 58), (93, 58), (29, 73), (48, 77), (118, 78), (17, 79), (95, 79), (119, 121), (96, 125)]",93522,"{120: 6.318405413999999, 68: 9.919476351000002, 71: 2.333353035000001, 104: 5.4865815829999995, 105: 3.4344859340000005, 110: 6.962563703999997, 35: 25.216259753000003, 36: 10.926355751000001, 37: 11.031620876999998, 53: 2.956017469999999, 54: 2.0580698179999994, 55: 8.284714154, 56: 1.23222014, 57: 1.3239812149999997, 58: 3.9475759430000013, 73: 1.540275179, 77: 1.540275179, 78: 12.686633431, 79: 17.674056455, 121: 6.06933965, 125: 4.500258832999999}",25.216259753000003,6.92583427947619
32880,<built-in function id>,"[('135', '10'), ('104', '86'), ('121', '10')]","['135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",32880,249.0437513040005,0.9084892272949219,"[120, 68, 71, 104, 105, 110, 35, 36, 37, 53, 54, 55, 56, 57, 58, 73, 77, 78, 79, 121, 125]",21,"[(127, 120), (129, 120), (94, 68), (97, 68), (88, 71), (70, 104), (46, 105), (85, 105), (50, 110), (49, 35), (124, 35), (47, 36), (66, 36), (76, 36), (123, 37), (20, 53), (19, 54), (72, 55), (131, 55), (18, 56), (90, 57), (69, 58), (93, 58), (29, 73), (48, 77), (118, 78), (17, 79), (95, 79), (119, 121), (96, 125)]",93522,"{120: 6.318405413999999, 68: 9.919476351000002, 71: 2.333353035000001, 104: 5.4865815829999995, 105: 3.4344859340000005, 110: 6.962563703999997, 35: 25.216259753000003, 36: 10.926355751000001, 37: 11.031620876999998, 53: 2.956017469999999, 54: 2.0580698179999994, 55: 8.284714154, 56: 1.23222014, 57: 1.3239812149999997, 58: 3.9475759430000013, 73: 1.540275179, 77: 1.540275179, 78: 12.686633431, 79: 17.674056455, 121: 6.06933965, 125: 4.500258832999999}",25.216259753000003,6.92583427947619
32880,<built-in function id>,"[('135', '10'), ('104', '86'), ('121', '10')]","['135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",32880,249.0437513040005,1.0334625244140625,"[120, 68, 71, 104, 105, 110, 35, 36, 37, 53, 54, 55, 56, 57, 58, 73, 77, 78, 79, 121, 125]",21,"[(127, 120), (129, 120), (94, 68), (97, 68), (88, 71), (70, 104), (46, 105), (85, 105), (50, 110), (49, 35), (124, 35), (47, 36), (66, 36), (76, 36), (123, 37), (20, 53), (19, 54), (72, 55), (131, 55), (18, 56), (90, 57), (69, 58), (93, 58), (29, 73), (48, 77), (118, 78), (17, 79), (95, 79), (119, 121), (96, 125)]",93522,"{120: 6.318405413999999, 68: 9.919476351000002, 71: 2.333353035000001, 104: 5.4865815829999995, 105: 3.4344859340000005, 110: 6.962563703999997, 35: 25.216259753000003, 36: 10.926355751000001, 37: 11.031620876999998, 53: 2.956017469999999, 54: 2.0580698179999994, 55: 8.284714154, 56: 1.23222014, 57: 1.3239812149999997, 58: 3.9475759430000013, 73: 1.540275179, 77: 1.540275179, 78: 12.686633431, 79: 17.674056455, 121: 6.06933965, 125: 4.500258832999999}",25.216259753000003,6.92583427947619
35712,<built-in function id>,"[('96', '135'), ('10', '121'), ('86', '104'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '10', '116', '117', '120', '121', '104', '105', '106', '108', '109', '110', '111', '112', '86', '88', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",35712,256.82809584000046,1.1464862823486328,"[131, 94, 104, 108, 111, 32, 33, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 58, 73, 74, 78, 125]",22,"[(47, 131), (90, 131), (126, 94), (93, 104), (50, 108), (69, 111), (49, 32), (66, 33), (71, 33), (123, 34), (46, 35), (72, 36), (20, 37), (19, 51), (70, 52), (129, 52), (18, 53), (85, 54), (124, 54), (127, 54), (68, 55), (76, 55), (29, 56), (48, 58), (119, 73), (17, 74), (95, 74), (122, 78), (97, 125), (118, 125)]",104015,"{131: 3.382051032999999, 94: 1.7893409570000003, 104: 1.1339047060000003, 108: 6.962563703999997, 111: 2.8136712370000008, 32: 9.355238835, 33: 9.576157083000002, 34: 11.031620876999998, 35: 1.8876563940000002, 36: 1.428851016, 37: 2.956017469999999, 51: 2.0580698179999994, 52: 6.692584274, 53: 1.23222014, 54: 22.520253181, 55: 3.861981783000001, 56: 1.540275179, 58: 1.540275179, 73: 6.06933965, 74: 17.674056455, 78: 6.115220184000001, 125: 14.095821359}",22.520253181,6.16896229609091
36064,<built-in function id>,"[('96', '135'), ('104', '86'), ('10', '121'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '116', '117', '120', '121', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",36064,258.67338903000064,1.2980365753173828,"[131, 135, 105, 112, 91, 92, 21, 32, 33, 34, 36, 52, 53, 57, 58, 73, 74, 77, 125]",19,"[(122, 131), (97, 135), (72, 105), (85, 105), (95, 112), (50, 91), (69, 92), (90, 92), (20, 21), (118, 21), (127, 21), (129, 32), (17, 33), (48, 33), (18, 34), (70, 36), (119, 36), (123, 36), (124, 52), (29, 53), (19, 57), (76, 58), (66, 73), (88, 73), (126, 73), (47, 74), (46, 77), (93, 77), (49, 125)]",78272,"{131: 6.115220184000001, 135: 1.4091879279999995, 105: 2.9756805560000004, 112: 13.526002190999998, 91: 6.962563703999997, 92: 4.137652452, 21: 20.755053624, 32: 1.206002691, 33: 5.688329443, 34: 1.23222014, 36: 22.587542109999998, 52: 15.861020918000003, 53: 1.540275179, 57: 2.0580698179999994, 58: 2.2743637730000006, 73: 10.716616152, 74: 2.0580698179999994, 77: 3.0215611000000004, 125: 9.355238835}",22.587542109999998,7.025298453473684
